ID Físico,Turno,Cluster,Subconjunto,nodo,Hora Llegada,coordenadas,distancia_tramo,peso_tramo
1,Mañana,Global,K11,DEPOT,09:00,N/A,0.0,0.0
1,Mañana,Global,K11,15,09:17,"(99.0, 25.0)",67.36,2.0
1,Mañana,Global,K11,29,09:25,"(89.0, 17.0)",12.81,20.0
1,Mañana,Global,K11,53,09:31,"(87.0, 19.0)",2.83,6.0
1,Mañana,Global,K11,19,09:42,"(97.0, 0.0)",21.47,26.0
1,Mañana,Global,K11,49,09:48,"(96.0, 5.0)",5.1,7.0
1,Mañana,Global,K11,80,09:56,"(87.0, 11.0)",10.82,24.0
1,Mañana,Global,K11,12,10:05,"(80.0, 28.0)",18.38,14.0
1,Mañana,Global,K11,DEPOT (RETORNO),10:26,N/A,65.12,0.0
1,Tarde,Global,K12,DEPOT,15:00,N/A,0.0,0.0
1,Tarde,Global,K12,59,15:12,"(36.0, 93.0)",56.01,7.0
1,Tarde,Global,K12,33,15:22,"(17.0, 93.0)",19.0,9.0
1,Tarde,Global,K12,5,15:31,"(0.0, 98.0)",17.72,5.0
1,Tarde,Global,K12,23,15:40,"(11.0, 85.0)",17.03,26.0
1,Tarde,Global,K12,46,15:46,"(14.0, 86.0)",3.16,23.0
1,Tarde,Global,K12,51,15:53,"(23.0, 85.0)",9.06,10.0
1,Tarde,Global,K12,73,16:00,"(26.0, 76.0)",9.49,2.0
1,Tarde,Global,K12,77,16:06,"(28.0, 80.0)",4.47,14.0
1,Tarde,Global,K12,DEPOT (RETORNO),16:27,N/A,65.12,0.0
2,Mañana,Global,K21,DEPOT,11:00,N/A,0.0,0.0
2,Mañana,Global,K21,2,11:08,"(88.0, 58.0)",34.23,24.0
2,Mañana,Global,K21,8,11:14,"(91.0, 52.0)",6.71,26.0
2,Mañana,Global,K21,11,11:23,"(95.0, 38.0)",14.56,9.0
2,Mañana,Global,K21,72,11:30,"(94.0, 30.0)",8.06,12.0
2,Mañana,Global,K21,64,11:38,"(83.0, 34.0)",11.7,22.0
2,Mañana,Global,K21,45,11:47,"(65.0, 41.0)",19.31,6.0
2,Mañana,Global,K21,DEPOT (RETORNO),12:06,N/A,57.71,0.0
2,Tarde,Global,K22,DEPOT,17:00,N/A,0.0,0.0
2,Tarde,Global,K22,4,17:13,"(57.0, 59.0)",48.1,23.0
2,Tarde,Global,K22,78,17:21,"(59.0, 66.0)",7.28,2.0
2,Tarde,Global,K22,52,17:27,"(63.0, 69.0)",5.0,3.0
2,Tarde,Global,K22,54,17:35,"(56.0, 75.0)",9.22,13.0
2,Tarde,Global,K22,68,17:43,"(52.0, 82.0)",8.06,5.0
2,Tarde,Global,K22,67,17:48,"(52.0, 82.0)",0.0,11.0
2,Tarde,Global,K22,39,17:59,"(41.0, 95.0)",17.03,23.0
2,Tarde,Global,K22,71,18:09,"(46.0, 80.0)",15.81,5.0
2,Tarde,Global,K22,37,18:19,"(63.0, 83.0)",17.26,12.0
2,Tarde,Global,K22,DEPOT (RETORNO),18:32,N/A,30.36,0.0
3,Mañana,Global,K11,DEPOT,09:00,N/A,0.0,0.0
3,Mañana,Global,K11,30,09:15,"(57.0, 44.0)",59.41,10.0
3,Mañana,Global,K11,6,09:22,"(61.0, 38.0)",7.21,11.0
3,Mañana,Global,K11,18,09:30,"(50.0, 42.0)",11.7,20.0
