ID Físico,Turno,Cluster,Subconjunto,nodo,Hora Llegada,coordenadas,distancia_tramo,peso_tramo
1,Mañana,Global,K11,DEPOT,09:00,N/A,0.0,0.0
1,Mañana,Global,K11,2,09:03,"(41.0, 49.0)",15.23,10.0
1,Mañana,Global,K11,51,09:10,"(47.0, 47.0)",6.32,13.0
1,Mañana,Global,K11,186,09:17,"(55.0, 50.0)",8.54,10.0
1,Mañana,Global,K11,80,09:23,"(57.0, 48.0)",2.83,23.0
1,Mañana,Global,K11,130,09:28,"(58.0, 48.0)",1.0,6.0
1,Mañana,Global,K11,122,09:35,"(62.0, 42.0)",7.21,8.0
1,Mañana,Global,K11,30,09:41,"(64.0, 42.0)",2.0,9.0
1,Mañana,Global,K11,170,09:47,"(62.0, 48.0)",6.32,15.0
1,Mañana,Global,K11,159,09:54,"(55.0, 45.0)",7.62,16.0
1,Mañana,Global,K11,4,09:59,"(55.0, 45.0)",0.0,13.0
1,Mañana,Global,K11,158,10:06,"(50.0, 50.0)",7.07,15.0
1,Mañana,Global,K11,103,10:11,"(49.0, 49.0)",1.41,30.0
1,Mañana,Global,K11,78,10:18,"(53.0, 43.0)",7.21,14.0
1,Mañana,Global,K11,117,10:24,"(52.0, 41.0)",2.24,15.0
1,Mañana,Global,K11,7,10:36,"(25.0, 30.0)",29.15,3.0
1,Mañana,Global,K11,DEPOT (RETORNO),10:43,N/A,11.18,0.0
1,Tarde,Global,K12,DEPOT,15:00,N/A,0.0,0.0
1,Tarde,Global,K12,62,15:05,"(12.0, 24.0)",25.5,13.0
1,Tarde,Global,K12,17,15:11,"(10.0, 20.0)",4.47,19.0
1,Tarde,Global,K12,192,15:17,"(12.0, 17.0)",3.61,15.0
1,Tarde,Global,K12,142,15:23,"(10.0, 17.0)",2.0,27.0
1,Tarde,Global,K12,141,15:31,"(5.0, 6.0)",12.08,7.0
1,Tarde,Global,K12,39,15:36,"(5.0, 5.0)",1.0,16.0
1,Tarde,Global,K12,87,15:44,"(4.0, 18.0)",13.04,35.0
1,Tarde,Global,K12,45,15:51,"(11.0, 14.0)",8.06,18.0
1,Tarde,Global,K12,15,15:57,"(15.0, 10.0)",5.66,20.0
1,Tarde,Global,K12,120,16:03,"(13.0, 13.0)",3.61,9.0
1,Tarde,Global,K12,193,16:09,"(15.0, 14.0)",2.24,11.0
1,Tarde,Global,K12,92,16:15,"(15.0, 19.0)",5.0,1.0
1,Tarde,Global,K12,118,16:23,"(27.0, 23.0)",12.65,3.0
1,Tarde,Global,K12,DEPOT (RETORNO),16:32,N/A,14.42,0.0
2,Mañana,Global,K21,DEPOT,11:00,N/A,0.0,0.0
2,Mañana,Global,K21,10,11:07,"(55.0, 60.0)",32.02,16.0
2,Mañana,Global,K21,121,11:13,"(57.0, 58.0)",2.83,28.0
2,Mañana,Global,K21,165,11:19,"(62.0, 57.0)",5.1,31.0
2,Mañana,Global,K21,136,11:26,"(62.0, 63.0)",6.0,17.0
