ID Físico Camión,Cluster,Clase K / Plantilla,Turno,Salida CD,Retorno CD,Viaje Efectivo (min),Dist Total,Clientes Atendidos,Peso,Tiempo Solución (segundos)
1,0,K11,Mañana,09:00,10:15,10.89,42.87,13,200.0,835.9
1,0,K12,Tarde,15:00,15:52,7.5,31.84,9,180.0,835.9
2,0,K21,Mañana,11:00,11:15,5.18,21.59,2,50.0,835.9
3,1,K11,Mañana,09:00,09:52,7.92,30.61,9,170.0,835.9
3,1,K12,Tarde,15:00,15:53,8.44,35.9,9,200.0,835.9
4,1,K21,Mañana,11:00,11:36,7.0,29.16,6,60.0,835.9
5,2,K11,Mañana,09:00,10:19,14.82,58.81,13,200.0,835.9
5,2,K12,Tarde,15:00,15:16,6.78,29.38,2,50.0,835.9
6,3,K11,Mañana,09:00,09:55,5.36,20.79,10,190.0,835.9
6,3,K12,Tarde,15:00,16:12,7.91,33.32,13,190.0,835.9
7,3,K21,Mañana,11:00,11:30,5.41,22.56,5,100.0,835.9
8,4,K11,Mañana,09:00,10:10,20.55,80.73,10,170.0,835.9
9,5,K11,Mañana,09:00,10:08,13.05,51.22,11,200.0,835.9
9,5,K12,Tarde,15:00,15:16,6.18,26.79,2,20.0,835.9
10,6,K11,Mañana,09:00,10:05,10.39,40.6,11,200.0,835.9
10,6,K12,Tarde,15:00,15:31,6.03,25.88,5,110.0,835.9
11,7,K11,Mañana,09:00,09:51,16.62,64.03,7,130.0,835.9
12,8,K11,Mañana,09:00,09:53,13.39,51.7,8,140.0,835.9
13,9,K11,Mañana,09:00,09:52,17.41,67.13,7,120.0,835.9
14,10,K11,Mañana,09:00,10:07,17.74,69.37,10,160.0,835.9
15,11,K11,Mañana,09:00,10:05,10.39,40.6,11,200.0,835.9
15,11,K12,Tarde,15:00,15:31,6.03,25.88,5,110.0,835.9
16,12,K11,Mañana,09:00,09:46,16.47,63.12,6,80.0,835.9
17,13,K11,Mañana,09:00,09:46,16.47,63.12,6,80.0,835.9
18,14,K11,Mañana,09:00,09:53,13.39,51.7,8,140.0,835.9
19,15,K11,Mañana,09:00,10:07,7.36,28.86,12,200.0,835.9
19,15,K12,Tarde,15:00,15:44,4.15,17.69,8,140.0,835.9
20,16,K11,Mañana,09:00,10:12,7.05,27.9,13,180.0,835.9
20,16,K12,Tarde,15:00,15:39,4.46,19.07,7,160.0,835.9
21,17,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,835.9
22,18,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,835.9
23,19,K11,Mañana,09:00,10:08,18.05,70.58,10,190.0,835.9
24,20,K11,Mañana,09:00,09:46,16.87,64.73,6,110.0,835.9
25,21,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,835.9
26,22,K11,Mañana,09:00,10:03,13.62,53.1,10,200.0,835.9
26,22,K12,Tarde,15:00,15:21,6.56,28.32,3,70.0,835.9
27,23,K11,Mañana,09:00,10:07,7.05,27.66,12,190.0,835.9
27,23,K12,Tarde,15:00,15:44,4.52,19.26,8,150.0,835.9
28,24,K11,Mañana,09:00,10:09,9.73,38.24,12,200.0,835.9
28,24,K12,Tarde,15:00,15:14,4.67,20.22,2,50.0,835.9
29,25,K11,Mañana,09:00,10:01,11.04,43.0,10,160.0,835.9
30,26,K11,Mañana,09:00,10:01,11.04,43.0,10,160.0,835.9
31,27,K11,Mañana,09:00,10:03,13.62,53.1,10,200.0,835.9
32,28,K11,Mañana,09:00,10:03,13.62,53.1,10,200.0,835.9
33,29,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,835.9
34,30,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,835.9
35,31,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,835.9
36,32,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,835.9
37,33,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,835.9
38,34,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,835.9
39,35,K11,Mañana,09:00,09:57,13.0,50.42,9,180.0,835.9
40,36,K11,Mañana,09:00,10:11,6.06,23.85,13,180.0,835.9
40,36,K12,Tarde,15:00,15:07,2.66,11.55,1,40.0,835.9
41,37,K11,Mañana,09:00,10:11,6.06,23.85,13,180.0,835.9
41,37,K12,Tarde,15:00,15:07,2.66,11.55,1,40.0,835.9
