ID Físico Camión,Cluster,Clase K / Plantilla,Turno,Salida CD,Retorno CD,Viaje Efectivo (min),Dist Total,Clientes Atendidos,Peso,Tiempo Solución (segundos)
1,7,K11,Mañana,09:00,09:51,16.62,64.03,7,130.0,483.1
2,4,K11,Mañana,09:00,10:10,20.55,80.73,10,170.0,483.1
3,5,K11,Mañana,09:00,10:08,13.05,51.22,11,200.0,483.1
3,5,K12,Tarde,15:00,15:16,6.18,26.79,2,20.0,483.1
4,8,K11,Mañana,09:00,09:53,13.38,51.7,8,140.0,483.1
5,2,K11,Mañana,09:00,10:19,14.82,58.81,13,200.0,483.1
5,2,K12,Tarde,15:00,15:16,6.78,29.38,2,50.0,483.1
6,6,K11,Mañana,09:00,10:00,10.91,42.48,10,200.0,483.1
6,6,K12,Tarde,15:00,15:35,5.86,25.07,6,110.0,483.1
7,9,K11,Mañana,09:00,09:52,17.41,67.13,7,120.0,483.1
8,12,K11,Mañana,09:00,09:46,16.47,63.12,6,80.0,483.1
9,13,K11,Mañana,09:00,09:46,16.47,63.12,6,80.0,483.1
10,10,K11,Mañana,09:00,10:07,17.73,69.37,10,160.0,483.1
11,1,K11,Mañana,09:00,10:15,10.31,40.63,13,200.0,483.1
11,1,K12,Tarde,15:00,15:58,8.01,34.04,10,190.0,483.1
12,1,K21,Mañana,11:00,11:09,4.33,18.04,1,40.0,483.1
13,0,K11,Mañana,09:00,10:15,10.51,41.45,13,200.0,483.1
13,0,K12,Tarde,15:00,15:57,7.61,32.32,10,190.0,483.1
14,0,K21,Mañana,11:00,11:09,4.33,18.04,1,40.0,483.1
15,14,K11,Mañana,09:00,09:53,13.39,51.7,8,140.0,483.1
16,3,K11,Mañana,09:00,10:16,6.6,26.05,14,200.0,483.1
16,3,K12,Tarde,15:00,16:07,7.81,33.12,12,200.0,483.1
17,3,K21,Mañana,11:00,11:13,3.46,14.43,2,80.0,483.1
18,17,K11,Mañana,09:00,09:46,16.87,64.73,6,110.0,483.1
19,18,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,483.1
20,20,K11,Mañana,09:00,09:46,16.87,64.73,6,110.0,483.1
21,11,K11,Mañana,09:00,10:05,10.44,40.76,11,200.0,483.1
21,11,K12,Tarde,15:00,15:31,6.11,26.25,5,110.0,483.1
22,21,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,483.1
23,19,K11,Mañana,09:00,10:08,18.05,70.58,10,190.0,483.1
24,15,K11,Mañana,09:00,10:17,7.11,28.1,14,190.0,483.1
24,15,K12,Tarde,15:00,15:34,4.48,19.23,6,150.0,483.1
25,26,K11,Mañana,09:00,10:01,11.04,43.0,10,160.0,483.1
26,25,K11,Mañana,09:00,10:01,11.04,43.0,10,160.0,483.1
27,16,K11,Mañana,09:00,10:07,7.08,27.66,12,190.0,483.1
27,16,K12,Tarde,15:00,15:44,4.49,19.14,8,150.0,483.1
28,22,K11,Mañana,09:00,10:03,13.6,53.1,10,200.0,483.1
28,22,K12,Tarde,15:00,15:21,6.56,28.32,3,70.0,483.1
29,27,K11,Mañana,09:00,10:03,13.62,53.1,10,200.0,483.1
30,24,K11,Mañana,09:00,10:09,9.75,38.24,12,200.0,483.1
30,24,K12,Tarde,15:00,15:14,4.67,20.22,2,50.0,483.1
31,30,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,483.1
32,31,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,483.1
33,32,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,483.1
34,29,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,483.1
35,33,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,483.1
36,34,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,483.1
37,23,K11,Mañana,09:00,10:12,7.36,29.1,13,200.0,483.1
37,23,K12,Tarde,15:00,15:39,4.34,18.53,7,140.0,483.1
38,28,K11,Mañana,09:00,10:03,13.61,53.1,10,200.0,483.1
39,35,K11,Mañana,09:00,09:57,13.0,50.42,9,180.0,483.1
40,36,K11,Mañana,09:00,10:11,6.06,23.85,13,180.0,483.1
40,36,K12,Tarde,15:00,15:07,2.66,11.55,1,40.0,483.1
41,37,K11,Mañana,09:00,10:11,6.06,23.85,13,180.0,483.1
41,37,K12,Tarde,15:00,15:07,2.66,11.55,1,40.0,483.1
