ID Físico,Turno,Cluster,Subconjunto,nodo,Hora Llegada,coordenadas,distancia_tramo,peso_tramo
1,Mañana,Global,K11,DEPOT,09:00,N/A,0.0,0.0
1,Mañana,Global,K11,6,09:12,"(23.0, 49.0)",48.17,18.0
1,Mañana,Global,K11,45,09:33,"(63.0, 93.0)",59.46,17.0
1,Mañana,Global,K11,14,09:38,"(63.0, 95.0)",2.0,10.0
1,Mañana,Global,K11,20,09:45,"(69.0, 93.0)",6.32,15.0
1,Mañana,Global,K11,35,09:51,"(65.0, 91.0)",4.47,25.0
1,Mañana,Global,K11,15,09:56,"(65.0, 89.0)",2.0,8.0
1,Mañana,Global,K11,DEPOT (RETORNO),10:26,N/A,99.3,0.0
1,Tarde,Global,K12,DEPOT,15:00,N/A,0.0,0.0
1,Tarde,Global,K12,4,15:13,"(73.0, 25.0)",59.09,23.0
1,Tarde,Global,K12,11,15:19,"(74.0, 30.0)",5.1,2.0
1,Tarde,Global,K12,18,15:25,"(75.0, 31.0)",1.41,4.0
1,Tarde,Global,K12,47,15:30,"(74.0, 28.0)",3.16,24.0
1,Tarde,Global,K12,41,15:36,"(72.0, 24.0)",4.47,9.0
1,Tarde,Global,K12,33,15:43,"(68.0, 20.0)",5.66,16.0
1,Tarde,Global,K12,DEPOT (RETORNO),16:00,N/A,52.55,0.0
2,Mañana,Global,K21,DEPOT,11:00,N/A,0.0,0.0
2,Mañana,Global,K21,56,11:16,"(78.0, 34.0)",67.6,25.0
2,Mañana,Global,K21,29,11:27,"(104.0, 42.0)",27.2,11.0
2,Mañana,Global,K21,19,11:34,"(106.0, 48.0)",6.32,5.0
2,Mañana,Global,K21,28,11:39,"(104.0, 48.0)",2.0,17.0
2,Mañana,Global,K21,10,11:47,"(97.0, 41.0)",9.9,10.0
2,Mañana,Global,K21,2,11:57,"(83.0, 61.0)",24.41,18.0
2,Mañana,Global,K21,32,12:09,"(77.0, 33.0)",28.64,13.0
2,Mañana,Global,K21,DEPOT (RETORNO),12:30,N/A,66.24,0.0
2,Tarde,Global,K22,DEPOT,17:00,N/A,0.0,0.0
2,Tarde,Global,K22,55,17:26,"(84.0, 66.0)",91.92,10.0
2,Tarde,Global,K22,44,17:31,"(84.0, 66.0)",0.0,13.0
2,Tarde,Global,K22,53,17:38,"(90.0, 68.0)",6.32,22.0
2,Tarde,Global,K22,25,17:44,"(92.0, 66.0)",2.83,23.0
2,Tarde,Global,K22,46,17:50,"(88.0, 64.0)",4.47,20.0
