ID Físico,Turno,Cluster,Subconjunto,nodo,Hora Llegada,coordenadas,distancia_tramo,peso_tramo
1,Mañana,0,K11,DEPOT,09:00,N/A,0.0,0.0
1,Mañana,0,K11,17,09:27,"(61.0, 97.0)",104.79,21.0
1,Mañana,0,K11,24,09:32,"(60.0, 98.0)",1.41,20.0
1,Mañana,0,K11,27,09:39,"(64.0, 102.0)",5.66,22.0
1,Mañana,0,K11,40,09:44,"(66.0, 102.0)",2.0,19.0
1,Mañana,0,K11,20,09:52,"(69.0, 93.0)",9.49,15.0
1,Mañana,0,K11,DEPOT (RETORNO),10:23,N/A,104.71,0.0
1,Tarde,0,K12,DEPOT,15:00,N/A,0.0,0.0
1,Tarde,0,K12,15,15:22,"(65.0, 89.0)",99.3,8.0
1,Tarde,0,K12,35,15:28,"(65.0, 91.0)",2.0,25.0
1,Tarde,0,K12,45,15:34,"(63.0, 93.0)",2.83,17.0
1,Tarde,0,K12,14,15:39,"(63.0, 95.0)",2.0,10.0
1,Tarde,0,K12,3,15:45,"(59.0, 95.0)",4.0,16.0
1,Tarde,0,K12,DEPOT (RETORNO),16:15,N/A,102.16,0.0
2,Mañana,1,K11,DEPOT,09:00,N/A,0.0,0.0
2,Mañana,1,K11,47,09:15,"(74.0, 28.0)",61.27,24.0
2,Mañana,1,K11,11,09:21,"(74.0, 30.0)",2.0,2.0
2,Mañana,1,K11,18,09:26,"(75.0, 31.0)",1.41,4.0
2,Mañana,1,K11,32,09:32,"(77.0, 33.0)",2.83,13.0
2,Mañana,1,K11,56,09:37,"(78.0, 34.0)",1.41,25.0
2,Mañana,1,K11,51,09:45,"(76.0, 26.0)",8.25,7.0
2,Mañana,1,K11,4,09:50,"(73.0, 25.0)",3.16,23.0
2,Mañana,1,K11,DEPOT (RETORNO),10:10,N/A,59.09,0.0
2,Tarde,1,K12,DEPOT,15:00,N/A,0.0,0.0
2,Tarde,1,K12,41,15:13,"(72.0, 24.0)",57.78,9.0
2,Tarde,1,K12,DEPOT (RETORNO),15:31,N/A,57.78,0.0
3,Mañana,2,K11,DEPOT,09:00,N/A,0.0,0.0
3,Mañana,2,K11,55,09:23,"(84.0, 66.0)",91.92,10.0
3,Mañana,2,K11,44,09:28,"(84.0, 66.0)",0.0,13.0
3,Mañana,2,K11,53,09:35,"(90.0, 68.0)",6.32,22.0
3,Mañana,2,K11,25,09:41,"(92.0, 66.0)",2.83,23.0
3,Mañana,2,K11,46,09:47,"(88.0, 64.0)",4.47,20.0
3,Mañana,2,K11,DEPOT (RETORNO),10:16,N/A,93.43,0.0
3,Tarde,2,K12,DEPOT,15:00,N/A,0.0,0.0
3,Tarde,2,K12,2,15:20,"(83.0, 61.0)",87.73,18.0
3,Tarde,2,K12,DEPOT (RETORNO),15:45,N/A,87.73,0.0
4,Mañana,3,K11,DEPOT,09:00,N/A,0.0,0.0
4,Mañana,3,K11,8,09:22,"(51.0, 81.0)",86.16,2.0
4,Mañana,3,K11,38,09:29,"(52.0, 90.0)",9.06,19.0
4,Mañana,3,K11,12,09:36,"(60.0, 88.0)",8.25,26.0
4,Mañana,3,K11,21,09:43,"(56.0, 84.0)",5.66,18.0
4,Mañana,3,K11,43,09:49,"(58.0, 82.0)",2.83,2.0
4,Mañana,3,K11,DEPOT (RETORNO),10:16,N/A,89.9,0.0
5,Mañana,4,K11,DEPOT,09:00,N/A,0.0,0.0
5,Mañana,4,K11,13,09:17,"(58.0, 54.0)",65.8,21.0
5,Mañana,4,K11,39,09:22,"(56.0, 56.0)",2.83,6.0
5,Mañana,4,K11,49,09:28,"(58.0, 58.0)",2.83,15.0
5,Mañana,4,K11,34,09:34,"(56.0, 62.0)",4.47,14.0
5,Mañana,4,K11,36,09:40,"(54.0, 60.0)",2.83,18.0
5,Mañana,4,K11,50,09:46,"(52.0, 56.0)",4.47,7.0
5,Mañana,4,K11,31,09:52,"(52.0, 54.0)",2.0,13.0
5,Mañana,4,K11,DEPOT (RETORNO),10:12,N/A,62.43,0.0
5,Tarde,4,K12,DEPOT,15:00,N/A,0.0,0.0
5,Tarde,4,K12,5,15:14,"(51.0, 53.0)",61.06,20.0
5,Tarde,4,K12,DEPOT (RETORNO),15:33,N/A,61.06,0.0
6,Mañana,5,K11,DEPOT,09:00,N/A,0.0,0.0
6,Mañana,5,K11,6,09:12,"(23.0, 49.0)",48.17,18.0
6,Mañana,5,K11,48,09:18,"(26.0, 50.0)",3.16,8.0
6,Mañana,5,K11,37,09:23,"(26.0, 52.0)",2.0,2.0
6,Mañana,5,K11,22,09:29,"(26.0, 54.0)",2.0,2.0
6,Mañana,5,K11,42,09:35,"(28.0, 56.0)",2.83,24.0
6,Mañana,5,K11,30,09:41,"(30.0, 52.0)",4.47,7.0
6,Mañana,5,K11,54,09:47,"(32.0, 50.0)",2.83,11.0
6,Mañana,5,K11,DEPOT (RETORNO),10:04,N/A,50.7,0.0
7,Mañana,6,K11,DEPOT,09:00,N/A,0.0,0.0
7,Mañana,6,K11,28,09:25,"(104.0, 48.0)",97.13,17.0
7,Mañana,6,K11,19,09:30,"(106.0, 48.0)",2.0,5.0
7,Mañana,6,K11,29,09:37,"(104.0, 42.0)",6.32,11.0
7,Mañana,6,K11,10,09:44,"(97.0, 41.0)",7.07,10.0
7,Mañana,6,K11,DEPOT (RETORNO),10:11,N/A,87.66,0.0
8,Mañana,7,K11,DEPOT,09:00,N/A,0.0,0.0
8,Mañana,7,K11,52,09:23,"(8.0, 92.0)",91.66,4.0
8,Mañana,7,K11,26,09:28,"(8.0, 92.0)",0.0,13.0
8,Mañana,7,K11,16,09:34,"(6.0, 94.0)",2.83,20.0
8,Mañana,7,K11,9,09:41,"(1.0, 89.0)",7.07,4.0
8,Mañana,7,K11,DEPOT (RETORNO),10:09,N/A,89.82,0.0
9,Mañana,8,K11,DEPOT,09:00,N/A,0.0,0.0
9,Mañana,8,K11,7,09:12,"(63.0, 19.0)",47.54,19.0
