ID Físico,Turno,Cluster,Subconjunto,nodo,Hora Llegada,coordenadas,distancia_tramo,peso_tramo
1,Mañana,Global,K11,DEPOT,09:00,N/A,0.0,0.0
1,Mañana,Global,K11,4,09:08,"(307.0, 464.0)",34.44,400.0
1,Mañana,Global,K11,3,09:18,"(309.0, 445.0)",19.1,400.0
1,Mañana,Global,K11,13,09:24,"(311.0, 442.0)",3.61,150.0
1,Mañana,Global,K11,12,09:31,"(314.0, 435.0)",7.62,1500.0
1,Mañana,Global,K11,33,09:38,"(319.0, 433.0)",5.39,1100.0
1,Mañana,Global,K11,11,09:44,"(323.0, 429.0)",5.66,750.0
1,Mañana,Global,K11,10,09:50,"(324.0, 433.0)",4.12,600.0
1,Mañana,Global,K11,9,09:56,"(323.0, 433.0)",1.0,900.0
1,Mañana,Global,K11,8,10:02,"(322.0, 437.0)",4.12,2000.0
1,Mañana,Global,K11,7,10:07,"(321.0, 437.0)",1.0,80.0
1,Mañana,Global,K11,6,10:12,"(320.0, 439.0)",2.24,40.0
1,Mañana,Global,K11,DEPOT (RETORNO),10:32,N/A,62.61,0.0
1,Tarde,Global,K12,DEPOT,15:00,N/A,0.0,0.0
1,Tarde,Global,K12,5,15:11,"(336.0, 475.0)",48.33,1200.0
1,Tarde,Global,K12,18,15:33,"(297.0, 410.0)",75.8,550.0
1,Tarde,Global,K12,26,15:40,"(295.0, 402.0)",8.25,1400.0
1,Tarde,Global,K12,25,15:50,"(304.0, 382.0)",21.93,750.0
1,Tarde,Global,K12,24,15:58,"(313.0, 378.0)",9.85,700.0
1,Tarde,Global,K12,21,16:06,"(321.0, 391.0)",15.26,400.0
1,Tarde,Global,K12,23,16:13,"(314.0, 394.0)",7.62,1300.0
1,Tarde,Global,K12,22,16:20,"(321.0, 398.0)",8.06,300.0
1,Tarde,Global,K12,20,16:28,"(314.0, 406.0)",10.63,200.0
1,Tarde,Global,K12,19,16:34,"(315.0, 407.0)",1.41,650.0
1,Tarde,Global,K12,14,16:45,"(304.0, 427.0)",22.83,250.0
1,Tarde,Global,K12,DEPOT (RETORNO),17:10,N/A,69.05,0.0
2,Mañana,Global,K21,DEPOT,11:00,N/A,0.0,0.0
2,Mañana,Global,K21,30,11:20,"(264.0, 414.0)",85.7,500.0
2,Mañana,Global,K21,17,11:32,"(261.0, 384.0)",30.15,700.0
2,Mañana,Global,K21,29,11:42,"(271.0, 401.0)",19.72,1000.0
2,Mañana,Global,K21,28,11:49,"(279.0, 399.0)",8.25,600.0
2,Mañana,Global,K21,27,11:56,"(283.0, 406.0)",8.06,4000.0
2,Mañana,Global,K21,16,12:05,"(296.0, 418.0)",17.69,450.0
2,Mañana,Global,K21,2,12:12,"(298.0, 427.0)",9.22,700.0
2,Mañana,Global,K21,DEPOT (RETORNO),12:34,N/A,68.26,0.0
2,Tarde,Global,K22,DEPOT,17:00,N/A,0.0,0.0
2,Tarde,Global,K22,32,17:17,"(290.0, 434.0)",61.03,1700.0
2,Tarde,Global,K22,15,17:26,"(293.0, 421.0)",13.34,1600.0
2,Tarde,Global,K22,31,17:39,"(277.0, 439.0)",24.08,2500.0
2,Tarde,Global,K22,DEPOT (RETORNO),18:03,N/A,57.97,0.0
