ID Físico,Turno,Cluster,Subconjunto,nodo,Hora Llegada,coordenadas,distancia_tramo,peso_tramo
1,Mañana,Global,K11,DEPOT,09:00,N/A,0.0,0.0
1,Mañana,Global,K11,2,09:08,"(88.0, 58.0)",34.23,24.0
1,Mañana,Global,K11,8,09:15,"(91.0, 52.0)",6.71,26.0
1,Mañana,Global,K11,11,09:24,"(95.0, 38.0)",14.56,9.0
1,Mañana,Global,K11,64,09:32,"(83.0, 34.0)",12.65,22.0
1,Mañana,Global,K11,72,09:40,"(94.0, 30.0)",11.7,12.0
1,Mañana,Global,K11,DEPOT (RETORNO),10:01,N/A,62.03,0.0
1,Tarde,Global,K12,DEPOT,15:00,N/A,0.0,0.0
1,Tarde,Global,K12,77,15:15,"(28.0, 80.0)",65.12,14.0
1,Tarde,Global,K12,73,15:21,"(26.0, 76.0)",4.47,2.0
1,Tarde,Global,K12,51,15:28,"(23.0, 85.0)",9.49,10.0
1,Tarde,Global,K12,46,15:35,"(14.0, 86.0)",9.06,23.0
1,Tarde,Global,K12,23,15:41,"(11.0, 85.0)",3.16,26.0
1,Tarde,Global,K12,5,15:50,"(0.0, 98.0)",17.03,5.0
1,Tarde,Global,K12,33,15:59,"(17.0, 93.0)",17.72,9.0
1,Tarde,Global,K12,59,16:09,"(36.0, 93.0)",19.0,7.0
1,Tarde,Global,K12,DEPOT (RETORNO),16:28,N/A,56.01,0.0
2,Mañana,Global,K21,DEPOT,11:00,N/A,0.0,0.0
2,Mañana,Global,K21,12,11:15,"(80.0, 28.0)",65.12,14.0
2,Mañana,Global,K21,15,11:25,"(99.0, 25.0)",19.24,2.0
2,Mañana,Global,K21,53,11:33,"(87.0, 19.0)",13.42,6.0
2,Mañana,Global,K21,29,11:39,"(89.0, 17.0)",2.83,20.0
2,Mañana,Global,K21,49,11:47,"(96.0, 5.0)",13.89,7.0
2,Mañana,Global,K21,19,11:53,"(97.0, 0.0)",5.1,26.0
2,Mañana,Global,K21,80,12:02,"(87.0, 11.0)",14.87,24.0
2,Mañana,Global,K21,DEPOT (RETORNO),12:26,N/A,81.15,0.0
2,Tarde,Global,K22,DEPOT,17:00,N/A,0.0,0.0
2,Tarde,Global,K22,22,17:09,"(100.0, 61.0)",32.02,13.0
2,Tarde,Global,K22,63,17:23,"(76.0, 40.0)",31.89,18.0
2,Tarde,Global,K22,13,17:32,"(66.0, 42.0)",10.2,16.0
2,Tarde,Global,K22,40,17:44,"(48.0, 54.0)",21.63,21.0
2,Tarde,Global,K22,61,17:50,"(49.0, 52.0)",2.24,13.0
2,Tarde,Global,K22,75,17:57,"(57.0, 51.0)",8.06,19.0
2,Tarde,Global,K22,DEPOT (RETORNO),18:20,N/A,53.91,0.0
3,Mañana,Global,K11,DEPOT,09:00,N/A,0.0,0.0
3,Mañana,Global,K11,32,09:17,"(48.0, 42.0)",66.6,2.0
3,Mañana,Global,K11,26,09:27,"(29.0, 35.0)",20.25,12.0
3,Mañana,Global,K11,21,09:36,"(36.0, 21.0)",15.65,15.0
3,Mañana,Global,K11,62,09:44,"(39.0, 10.0)",11.4,22.0
3,Mañana,Global,K11,17,09:51,"(40.0, 3.0)",7.07,6.0
3,Mañana,Global,K11,44,09:57,"(40.0, 1.0)",2.0,3.0
3,Mañana,Global,K11,69,10:03,"(46.0, 6.0)",7.81,9.0
3,Mañana,Global,K11,58,10:12,"(31.0, 11.0)",15.81,21.0
3,Mañana,Global,K11,76,10:20,"(34.0, 21.0)",10.44,6.0
3,Mañana,Global,K11,DEPOT (RETORNO),10:47,N/A,91.68,0.0
3,Tarde,Global,K12,DEPOT,15:00,N/A,0.0,0.0
3,Tarde,Global,K12,37,15:07,"(63.0, 83.0)",30.36,12.0
3,Tarde,Global,K12,68,15:14,"(52.0, 82.0)",11.05,5.0
3,Tarde,Global,K12,67,15:19,"(52.0, 82.0)",0.0,11.0
3,Tarde,Global,K12,39,15:28,"(41.0, 95.0)",17.03,23.0
3,Tarde,Global,K12,71,15:37,"(46.0, 80.0)",15.81,5.0
3,Tarde,Global,K12,54,15:44,"(56.0, 75.0)",11.18,13.0
3,Tarde,Global,K12,52,15:52,"(63.0, 69.0)",9.22,3.0
3,Tarde,Global,K12,4,15:59,"(57.0, 59.0)",11.66,23.0
3,Tarde,Global,K12,78,16:06,"(59.0, 66.0)",7.28,2.0
3,Tarde,Global,K12,DEPOT (RETORNO),16:22,N/A,42.01,0.0
4,Mañana,Global,K21,DEPOT,11:00,N/A,0.0,0.0
4,Mañana,Global,K21,45,11:13,"(65.0, 41.0)",57.71,6.0
4,Mañana,Global,K21,24,11:20,"(69.0, 35.0)",7.21,17.0
4,Mañana,Global,K21,60,11:30,"(50.0, 31.0)",19.42,22.0
4,Mañana,Global,K21,28,11:35,"(50.0, 33.0)",2.0,4.0
4,Mañana,Global,K21,18,11:42,"(50.0, 42.0)",9.0,20.0
4,Mañana,Global,K21,30,11:49,"(57.0, 44.0)",7.28,10.0
4,Mañana,Global,K21,6,11:56,"(61.0, 38.0)",7.21,11.0
4,Mañana,Global,K21,DEPOT (RETORNO),12:16,N/A,62.27,0.0
4,Tarde,Global,K22,DEPOT,17:00,N/A,0.0,0.0
4,Tarde,Global,K22,47,17:22,"(32.0, 39.0)",80.06,11.0
4,Tarde,Global,K22,79,17:37,"(51.0, 16.0)",29.83,2.0
4,Tarde,Global,K22,9,17:47,"(59.0, 2.0)",16.12,9.0
4,Tarde,Global,K22,38,17:56,"(68.0, 6.0)",9.85,14.0
4,Tarde,Global,K22,3,18:01,"(70.0, 6.0)",2.0,22.0
4,Tarde,Global,K22,25,18:11,"(69.0, 22.0)",16.03,7.0
4,Tarde,Global,K22,7,18:18,"(65.0, 22.0)",4.0,23.0
4,Tarde,Global,K22,31,18:24,"(60.0, 25.0)",5.83,9.0
4,Tarde,Global,K22,35,18:34,"(77.0, 18.0)",18.38,2.0
4,Tarde,Global,K22,DEPOT (RETORNO),19:00,N/A,75.5,0.0
