ID Físico,Turno,Cluster,Subconjunto,nodo,Hora Llegada,coordenadas,distancia_tramo,peso_tramo
1,Mañana,16,K11,DEPOT,09:00,N/A,0.0,0.0
1,Mañana,16,K11,21,09:08,"(45.0, 65.0)",31.62,9.0
1,Mañana,16,K11,189,09:13,"(47.0, 66.0)",2.24,24.0
1,Mañana,16,K11,67,09:20,"(49.0, 73.0)",7.28,25.0
1,Mañana,16,K11,129,09:27,"(43.0, 67.0)",8.49,14.0
1,Mañana,16,K11,161,09:33,"(40.0, 66.0)",3.16,26.0
1,Mañana,16,K11,DEPOT (RETORNO),09:46,N/A,31.4,0.0
2,Mañana,12,K11,DEPOT,09:00,N/A,0.0,0.0
2,Mañana,12,K11,154,09:04,"(21.0, 45.0)",17.2,11.0
2,Mañana,12,K11,83,09:11,"(15.0, 47.0)",6.32,16.0
2,Mañana,12,K11,49,09:17,"(13.0, 52.0)",5.39,36.0
2,Mañana,12,K11,183,09:24,"(22.0, 53.0)",9.06,28.0
2,Mañana,12,K11,8,09:30,"(20.0, 50.0)",3.61,5.0
2,Mañana,12,K11,195,09:36,"(21.0, 48.0)",2.24,17.0
2,Mañana,12,K11,107,09:41,"(21.0, 47.0)",1.0,15.0
2,Mañana,12,K11,DEPOT (RETORNO),09:51,N/A,18.44,0.0
3,Mañana,6,K11,DEPOT,09:00,N/A,0.0,0.0
3,Mañana,6,K11,52,09:07,"(49.0, 58.0)",26.93,10.0
3,Mañana,6,K11,104,09:13,"(52.0, 64.0)",6.71,16.0
3,Mañana,6,K11,162,09:19,"(55.0, 65.0)",3.16,37.0
3,Mañana,6,K11,72,09:25,"(57.0, 68.0)",3.61,15.0
3,Mañana,6,K11,66,09:33,"(62.0, 77.0)",10.3,20.0
3,Mañana,6,K11,137,09:40,"(63.0, 69.0)",8.06,6.0
3,Mañana,6,K11,36,09:46,"(63.0, 65.0)",4.0,8.0
3,Mañana,6,K11,136,09:51,"(62.0, 63.0)",2.24,17.0
3,Mañana,6,K11,121,09:58,"(57.0, 58.0)",7.07,28.0
3,Mañana,6,K11,10,10:04,"(55.0, 60.0)",2.83,16.0
3,Mañana,6,K11,DEPOT (RETORNO),10:17,N/A,32.02,0.0
4,Mañana,13,K11,DEPOT,09:00,N/A,0.0,0.0
4,Mañana,13,K11,178,09:05,"(55.0, 34.0)",20.02,17.0
4,Mañana,13,K11,135,09:11,"(61.0, 33.0)",6.08,26.0
4,Mañana,13,K11,164,09:17,"(62.0, 35.0)",2.24,12.0
4,Mañana,13,K11,25,09:23,"(65.0, 35.0)",3.0,3.0
4,Mañana,13,K11,30,09:30,"(64.0, 42.0)",7.07,9.0
4,Mañana,13,K11,122,09:35,"(62.0, 42.0)",2.0,8.0
4,Mañana,13,K11,69,09:42,"(56.0, 39.0)",6.71,36.0
4,Mañana,13,K11,151,09:47,"(56.0, 37.0)",2.0,10.0
4,Mañana,13,K11,81,09:52,"(56.0, 37.0)",0.0,6.0
4,Mañana,13,K11,DEPOT (RETORNO),10:03,N/A,21.1,0.0
5,Mañana,15,K11,DEPOT,09:00,N/A,0.0,0.0
5,Mañana,15,K11,57,09:07,"(53.0, 12.0)",29.21,6.0
5,Mañana,15,K11,187,09:13,"(54.0, 10.0)",2.24,12.0
5,Mañana,15,K11,24,09:19,"(55.0, 5.0)",5.1,29.0
5,Mañana,15,K11,68,09:27,"(67.0, 5.0)",12.0,25.0
5,Mañana,15,K11,171,09:35,"(66.0, 14.0)",9.06,22.0
5,Mañana,15,K11,40,09:41,"(60.0, 12.0)",6.32,31.0
5,Mañana,15,K11,188,09:47,"(60.0, 15.0)",3.0,14.0
5,Mañana,15,K11,140,09:52,"(59.0, 15.0)",1.0,14.0
5,Mañana,15,K11,DEPOT (RETORNO),10:05,N/A,31.24,0.0
6,Mañana,10,K11,DEPOT,09:00,N/A,0.0,0.0
6,Mañana,10,K11,3,09:04,"(35.0, 17.0)",18.0,7.0
6,Mañana,10,K11,116,09:10,"(36.0, 16.0)",1.41,10.0
6,Mañana,10,K11,179,09:15,"(35.0, 16.0)",1.0,29.0
6,Mañana,10,K11,58,09:21,"(32.0, 12.0)",5.0,7.0
6,Mañana,10,K11,16,09:28,"(30.0, 5.0)",7.28,8.0
6,Mañana,10,K11,44,09:35,"(23.0, 3.0)",7.28,7.0
6,Mañana,10,K11,143,09:42,"(21.0, 10.0)",7.28,13.0
6,Mañana,10,K11,43,09:48,"(24.0, 12.0)",3.61,5.0
