ID Físico Camión,Cluster,Clase K / Plantilla,Turno,Salida CD,Retorno CD,Viaje Efectivo (min),Dist Total,Clientes Atendidos,Peso,Tiempo Solución (segundos)
1,7,K11,Mañana,09:00,09:51,16.62,64.03,7,130.0,202.7
2,4,K11,Mañana,09:00,10:10,20.55,80.73,10,170.0,202.7
3,5,K11,Mañana,09:00,10:08,13.13,51.37,11,200.0,202.7
3,5,K12,Tarde,15:00,15:16,6.18,26.79,2,20.0,202.7
4,2,K11,Mañana,09:00,10:19,14.82,58.81,13,200.0,202.7
4,2,K12,Tarde,15:00,15:16,6.78,29.38,2,50.0,202.7
5,8,K11,Mañana,09:00,09:53,13.38,51.7,8,140.0,202.7
6,6,K11,Mañana,09:00,10:00,10.9,42.48,10,200.0,202.7
6,6,K12,Tarde,15:00,15:35,5.86,25.07,6,110.0,202.7
7,9,K11,Mañana,09:00,09:52,17.41,67.13,7,120.0,202.7
8,12,K11,Mañana,09:00,09:46,16.47,63.12,6,80.0,202.7
9,13,K11,Mañana,09:00,09:46,16.47,63.12,6,80.0,202.7
10,10,K11,Mañana,09:00,10:07,17.67,69.18,10,160.0,202.7
11,0,K11,Mañana,09:00,10:10,10.18,40.03,12,200.0,202.7
11,0,K12,Tarde,15:00,15:52,7.2,30.61,9,170.0,202.7
12,0,K21,Mañana,11:00,11:20,5.27,21.95,3,60.0,202.7
13,1,K11,Mañana,09:00,09:58,8.37,32.54,10,190.0,202.7
13,1,K12,Tarde,15:00,16:14,9.94,41.83,13,200.0,202.7
14,1,K21,Mañana,11:00,11:09,4.33,18.04,1,40.0,202.7
15,14,K11,Mañana,09:00,09:53,13.39,51.7,8,140.0,202.7
16,3,K11,Mañana,09:00,10:13,8.4,33.1,13,200.0,202.7
16,3,K12,Tarde,15:00,16:01,6.09,25.92,11,180.0,202.7
17,3,K21,Mañana,11:00,11:23,3.67,15.27,4,100.0,202.7
18,17,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,202.7
19,18,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,202.7
20,11,K11,Mañana,09:00,10:00,10.37,40.34,10,200.0,202.7
20,11,K12,Tarde,15:00,15:35,5.96,25.5,6,110.0,202.7
21,20,K11,Mañana,09:00,09:46,16.87,64.73,6,110.0,202.7
22,21,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,202.7
23,19,K11,Mañana,09:00,10:08,18.03,70.58,10,190.0,202.7
24,15,K11,Mañana,09:00,10:12,7.4,29.1,13,200.0,202.7
24,15,K12,Tarde,15:00,15:39,4.34,18.53,7,140.0,202.7
25,25,K11,Mañana,09:00,10:01,11.04,43.0,10,160.0,202.7
26,26,K11,Mañana,09:00,10:01,11.04,43.0,10,160.0,202.7
27,22,K11,Mañana,09:00,10:03,13.6,53.1,10,200.0,202.7
27,22,K12,Tarde,15:00,15:21,6.56,28.32,3,70.0,202.7
28,16,K11,Mañana,09:00,09:56,6.99,27.14,10,200.0,202.7
28,16,K12,Tarde,15:00,15:54,4.71,20.02,10,140.0,202.7
29,27,K11,Mañana,09:00,10:03,13.6,53.1,10,200.0,202.7
30,24,K11,Mañana,09:00,10:09,9.73,38.24,12,200.0,202.7
30,24,K12,Tarde,15:00,15:14,4.67,20.22,2,50.0,202.7
31,30,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,202.7
32,31,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,202.7
33,32,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,202.7
34,29,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,202.7
35,33,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,202.7
36,34,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,202.7
37,23,K11,Mañana,09:00,10:12,7.36,29.1,13,200.0,202.7
37,23,K12,Tarde,15:00,15:39,4.34,18.53,7,140.0,202.7
38,28,K11,Mañana,09:00,10:03,13.62,53.1,10,200.0,202.7
39,35,K11,Mañana,09:00,09:57,13.0,50.42,9,180.0,202.7
40,36,K11,Mañana,09:00,10:11,6.06,23.85,13,180.0,202.7
40,36,K12,Tarde,15:00,15:07,2.66,11.55,1,40.0,202.7
41,37,K11,Mañana,09:00,10:11,6.06,23.85,13,180.0,202.7
41,37,K12,Tarde,15:00,15:07,2.66,11.55,1,40.0,202.7
