ID Físico,Turno,Cluster,Subconjunto,nodo,Hora Llegada,coordenadas,distancia_tramo,peso_tramo
1,Mañana,4,K11,DEPOT,09:00,N/A,0.0,0.0
1,Mañana,4,K11,4,09:19,"(49.0, 8.0)",75.58,6.0
1,Mañana,4,K11,3,09:25,"(50.0, 5.0)",3.16,21.0
1,Mañana,4,K11,24,09:32,"(42.0, 9.0)",8.94,8.0
1,Mañana,4,K11,DEPOT (RETORNO),09:58,N/A,78.03,0.0
2,Mañana,3,K11,DEPOT,09:00,N/A,0.0,0.0
2,Mañana,3,K11,18,09:19,"(91.0, 2.0)",74.55,19.0
2,Mañana,3,K11,20,09:25,"(93.0, 3.0)",2.24,24.0
2,Mañana,3,K11,32,09:31,"(98.0, 5.0)",5.39,9.0
2,Mañana,3,K11,22,09:38,"(98.0, 14.0)",9.0,12.0
2,Mañana,3,K11,DEPOT (RETORNO),10:00,N/A,64.03,0.0
3,Mañana,2,K11,DEPOT,09:00,N/A,0.0,0.0
3,Mañana,2,K11,30,09:16,"(20.0, 70.0)",62.29,2.0
3,Mañana,2,K11,16,09:26,"(1.0, 65.0)",19.65,22.0
3,Mañana,2,K11,11,09:35,"(3.0, 82.0)",17.12,8.0
3,Mañana,2,K11,26,09:45,"(9.0, 97.0)",16.16,24.0
3,Mañana,2,K11,6,09:55,"(29.0, 89.0)",21.54,7.0
3,Mañana,2,K11,21,10:05,"(50.0, 93.0)",21.38,8.0
3,Mañana,2,K11,DEPOT (RETORNO),10:19,N/A,36.24,0.0
4,Mañana,1,K11,DEPOT,09:00,N/A,0.0,0.0
4,Mañana,1,K11,23,09:21,"(5.0, 42.0)",84.17,4.0
4,Mañana,1,K11,10,09:28,"(2.0, 39.0)",4.24,16.0
4,Mañana,1,K11,12,09:40,"(5.0, 10.0)",29.15,14.0
4,Mañana,1,K11,5,09:47,"(13.0, 7.0)",8.54,19.0
4,Mañana,1,K11,29,09:56,"(23.0, 15.0)",12.81,15.0
4,Mañana,1,K11,9,10:04,"(14.0, 24.0)",12.73,6.0
4,Mañana,1,K11,19,10:11,"(19.0, 32.0)",9.43,1.0
4,Mañana,1,K11,DEPOT (RETORNO),10:34,N/A,76.84,0.0
5,Mañana,0,K11,DEPOT,09:00,N/A,0.0,0.0
5,Mañana,0,K11,28,09:06,"(57.0, 69.0)",25.96,20.0
5,Mañana,0,K11,25,09:13,"(61.0, 62.0)",8.06,24.0
5,Mañana,0,K11,15,09:19,"(61.0, 59.0)",3.0,3.0
5,Mañana,0,K11,7,09:32,"(58.0, 30.0)",29.15,12.0
5,Mañana,0,K11,14,09:44,"(84.0, 25.0)",26.48,16.0
5,Mañana,0,K11,8,09:52,"(84.0, 39.0)",14.0,16.0
5,Mañana,0,K11,27,10:01,"(80.0, 55.0)",16.49,2.0
5,Mañana,0,K11,DEPOT (RETORNO),10:11,N/A,21.1,0.0
5,Tarde,0,K12,DEPOT,15:00,N/A,0.0,0.0
5,Tarde,0,K12,31,15:03,"(85.0, 60.0)",16.28,14.0
5,Tarde,0,K12,17,15:10,"(88.0, 51.0)",9.49,18.0
5,Tarde,0,K12,2,15:18,"(96.0, 44.0)",10.63,19.0
5,Tarde,0,K12,13,15:25,"(98.0, 52.0)",8.25,21.0
5,Tarde,0,K12,DEPOT (RETORNO),15:37,N/A,28.84,0.0
