ID Físico Camión,Cluster,Clase K / Plantilla,Turno,Salida CD,Retorno CD,Viaje Efectivo (min),Dist Total,Clientes Atendidos,Peso,Tiempo Solución (segundos)
1,Global,K11,Mañana,09:00,10:43,28.81,115.35,15,200.0,301.5
1,Global,K12,Tarde,15:00,16:32,27.56,113.33,13,194.0,301.5
2,Global,K21,Mañana,11:00,12:25,30.76,128.18,11,195.0,301.5
2,Global,K22,Tarde,17:00,18:37,32.04,104.44,13,193.0,301.5
3,Global,K11,Mañana,09:00,10:34,29.39,115.99,13,197.0,301.5
3,Global,K12,Tarde,15:00,16:06,16.93,71.83,10,189.0,301.5
4,Global,K21,Mañana,11:00,12:33,33.43,139.28,12,200.0,301.5
4,Global,K22,Tarde,17:00,18:38,38.1,126.02,12,197.0,301.5
5,Global,K11,Mañana,09:00,10:10,15.44,60.52,11,192.0,301.5
5,Global,K12,Tarde,15:00,16:10,25.02,105.83,9,191.0,301.5
6,Global,K21,Mañana,11:00,12:26,31.02,129.25,11,196.0,301.5
6,Global,K22,Tarde,17:00,19:03,48.64,161.17,15,200.0,301.5
7,Global,K11,Mañana,09:00,10:15,20.5,80.52,11,190.0,301.5
7,Global,K12,Tarde,15:00,16:21,21.87,91.2,12,199.0,301.5
8,Global,K21,Mañana,11:00,12:50,35.28,147.01,15,190.0,301.5
8,Global,K22,Tarde,17:00,18:24,24.44,79.51,12,182.0,301.5
9,Global,K11,Mañana,09:00,09:35,15.23,58.38,4,81.0,301.5
