ID Físico,Turno,Cluster,Subconjunto,nodo,Hora Llegada,coordenadas,distancia_tramo,peso_tramo
1,Mañana,6,K11,DEPOT,09:00,N/A,0.0,0.0
1,Mañana,6,K11,2,09:08,"(88.0, 58.0)",34.23,24.0
1,Mañana,6,K11,8,09:15,"(91.0, 52.0)",6.71,26.0
1,Mañana,6,K11,22,09:24,"(100.0, 61.0)",12.73,13.0
1,Mañana,6,K11,41,09:32,"(98.0, 73.0)",12.17,13.0
1,Mañana,6,K11,DEPOT (RETORNO),09:42,N/A,19.92,0.0
2,Mañana,8,K11,DEPOT,09:00,N/A,0.0,0.0
2,Mañana,8,K11,39,09:13,"(41.0, 95.0)",51.09,23.0
2,Mañana,8,K11,59,09:19,"(36.0, 93.0)",5.39,7.0
2,Mañana,8,K11,71,09:29,"(46.0, 80.0)",16.4,5.0
2,Mañana,8,K11,68,09:35,"(52.0, 82.0)",6.32,5.0
2,Mañana,8,K11,67,09:40,"(52.0, 82.0)",0.0,11.0
2,Mañana,8,K11,DEPOT (RETORNO),09:56,N/A,41.23,0.0
3,Mañana,1,K11,DEPOT,09:00,N/A,0.0,0.0
3,Mañana,1,K11,50,09:03,"(82.0, 98.0)",11.66,13.0
3,Mañana,1,K11,74,09:10,"(75.0, 92.0)",9.22,12.0
3,Mañana,1,K11,37,09:19,"(63.0, 83.0)",15.0,12.0
3,Mañana,1,K11,54,09:27,"(56.0, 75.0)",10.63,13.0
3,Mañana,1,K11,78,09:34,"(59.0, 66.0)",9.49,2.0
3,Mañana,1,K11,52,09:40,"(63.0, 69.0)",5.0,3.0
3,Mañana,1,K11,43,09:48,"(69.0, 76.0)",9.22,23.0
3,Mañana,1,K11,14,09:55,"(79.0, 74.0)",10.2,12.0
3,Mañana,1,K11,DEPOT (RETORNO),10:06,N/A,22.2,0.0
4,Mañana,4,K11,DEPOT,09:00,N/A,0.0,0.0
4,Mañana,4,K11,33,09:19,"(17.0, 93.0)",75.01,9.0
4,Mañana,4,K11,5,09:29,"(0.0, 98.0)",17.72,5.0
