ID Físico,Turno,Cluster,Subconjunto,nodo,Hora Llegada,coordenadas,distancia_tramo,peso_tramo
1,Mañana,3,K11,DEPOT,09:00,N/A,0.0,0.0
1,Mañana,3,K11,27,09:23,"(283.0, 406.0)",89.45,4000.0
1,Mañana,3,K11,28,09:30,"(279.0, 399.0)",8.06,600.0
1,Mañana,3,K11,17,09:41,"(261.0, 384.0)",23.43,700.0
1,Mañana,3,K11,29,09:51,"(271.0, 401.0)",19.72,1000.0
1,Mañana,3,K11,30,10:00,"(264.0, 414.0)",14.76,500.0
1,Mañana,3,K11,DEPOT (RETORNO),10:26,N/A,85.7,0.0
2,Mañana,2,K11,DEPOT,09:00,N/A,0.0,0.0
2,Mañana,2,K11,19,09:23,"(315.0, 407.0)",90.96,650.0
2,Mañana,2,K11,22,09:31,"(321.0, 398.0)",10.82,300.0
2,Mañana,2,K11,21,09:38,"(321.0, 391.0)",7.0,400.0
2,Mañana,2,K11,24,09:47,"(313.0, 378.0)",15.26,700.0
2,Mañana,2,K11,25,09:54,"(304.0, 382.0)",9.85,750.0
2,Mañana,2,K11,23,10:03,"(314.0, 394.0)",15.62,1300.0
2,Mañana,2,K11,20,10:11,"(314.0, 406.0)",12.0,200.0
2,Mañana,2,K11,DEPOT (RETORNO),10:38,N/A,91.68,0.0
3,Mañana,1,K11,DEPOT,09:00,N/A,0.0,0.0
3,Mañana,1,K11,32,09:15,"(290.0, 434.0)",61.03,1700.0
3,Mañana,1,K11,15,09:24,"(293.0, 421.0)",13.34,1600.0
3,Mañana,1,K11,26,09:34,"(295.0, 402.0)",19.1,1400.0
3,Mañana,1,K11,18,09:41,"(297.0, 410.0)",8.25,550.0
3,Mañana,1,K11,16,09:48,"(296.0, 418.0)",8.06,450.0
3,Mañana,1,K11,2,09:55,"(298.0, 427.0)",9.22,700.0
3,Mañana,1,K11,14,10:02,"(304.0, 427.0)",6.0,250.0
3,Mañana,1,K11,DEPOT (RETORNO),10:24,N/A,69.05,0.0
3,Tarde,1,K12,DEPOT,15:00,N/A,0.0,0.0
3,Tarde,1,K12,31,15:13,"(277.0, 439.0)",57.97,2500.0
3,Tarde,1,K12,DEPOT (RETORNO),15:31,N/A,57.97,0.0
4,Mañana,0,K11,DEPOT,09:00,N/A,0.0,0.0
4,Mañana,0,K11,4,09:08,"(307.0, 464.0)",34.44,400.0
4,Mañana,0,K11,6,09:21,"(320.0, 439.0)",28.18,40.0
4,Mañana,0,K11,7,09:26,"(321.0, 437.0)",2.24,80.0
4,Mañana,0,K11,8,09:32,"(322.0, 437.0)",1.0,2000.0
4,Mañana,0,K11,9,09:38,"(323.0, 433.0)",4.12,900.0
4,Mañana,0,K11,10,09:43,"(324.0, 433.0)",1.0,600.0
4,Mañana,0,K11,11,09:49,"(323.0, 429.0)",4.12,750.0
4,Mañana,0,K11,33,09:55,"(319.0, 433.0)",5.66,1100.0
4,Mañana,0,K11,12,10:02,"(314.0, 435.0)",5.39,1500.0
4,Mañana,0,K11,13,10:09,"(311.0, 442.0)",7.62,150.0
4,Mañana,0,K11,3,10:15,"(309.0, 445.0)",3.61,400.0
4,Mañana,0,K11,DEPOT (RETORNO),10:32,N/A,52.81,0.0
4,Tarde,0,K12,DEPOT,15:00,N/A,0.0,0.0
4,Tarde,0,K12,5,15:11,"(336.0, 475.0)",48.33,1200.0
4,Tarde,0,K12,DEPOT (RETORNO),15:27,N/A,48.33,0.0
