ID Físico Camión,Cluster,Clase K / Plantilla,Turno,Salida CD,Retorno CD,Viaje Efectivo (min),Dist Total,Clientes Atendidos,Peso,Tiempo Solución (segundos)
1,7,K11,Mañana,09:00,09:51,16.62,64.03,7,130.0,538.2
2,4,K11,Mañana,09:00,10:10,20.55,80.73,10,170.0,538.2
3,5,K11,Mañana,09:00,10:08,13.05,51.22,11,200.0,538.2
3,5,K12,Tarde,15:00,15:16,6.18,26.79,2,20.0,538.2
4,8,K11,Mañana,09:00,09:53,13.38,51.7,8,140.0,538.2
5,2,K11,Mañana,09:00,10:19,14.82,58.81,13,200.0,538.2
5,2,K12,Tarde,15:00,15:16,6.78,29.38,2,50.0,538.2
6,6,K11,Mañana,09:00,10:00,10.37,40.34,10,200.0,538.2
6,6,K12,Tarde,15:00,15:35,5.96,25.5,6,110.0,538.2
7,9,K11,Mañana,09:00,09:52,17.41,67.13,7,120.0,538.2
8,12,K11,Mañana,09:00,09:46,16.47,63.12,6,80.0,538.2
9,13,K11,Mañana,09:00,09:46,16.47,63.12,6,80.0,538.2
10,10,K11,Mañana,09:00,10:07,17.67,69.18,10,160.0,538.2
11,1,K11,Mañana,09:00,09:58,8.43,32.75,10,190.0,538.2
11,1,K12,Tarde,15:00,16:14,9.57,40.26,13,200.0,538.2
12,1,K21,Mañana,11:00,11:09,4.33,18.04,1,40.0,538.2
13,0,K11,Mañana,09:00,09:58,8.32,32.32,10,190.0,538.2
13,0,K12,Tarde,15:00,16:14,9.94,41.83,13,200.0,538.2
14,0,K21,Mañana,11:00,11:09,4.33,18.04,1,40.0,538.2
15,14,K11,Mañana,09:00,09:53,13.39,51.7,8,140.0,538.2
16,3,K11,Mañana,09:00,10:02,7.07,27.53,11,200.0,538.2
16,3,K12,Tarde,15:00,16:08,8.06,34.11,12,200.0,538.2
17,3,K21,Mañana,11:00,11:28,3.5,14.57,5,80.0,538.2
18,17,K11,Mañana,09:00,09:46,16.87,64.73,6,110.0,538.2
19,18,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,538.2
20,20,K11,Mañana,09:00,09:46,16.87,64.73,6,110.0,538.2
21,11,K11,Mañana,09:00,10:00,10.37,40.34,10,200.0,538.2
21,11,K12,Tarde,15:00,15:35,5.96,25.5,6,110.0,538.2
22,21,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,538.2
23,19,K11,Mañana,09:00,10:08,18.03,70.58,10,190.0,538.2
24,15,K11,Mañana,09:00,10:07,7.08,27.66,12,190.0,538.2
24,15,K12,Tarde,15:00,15:44,4.49,19.14,8,150.0,538.2
25,25,K11,Mañana,09:00,10:01,11.04,43.0,10,160.0,538.2
26,26,K11,Mañana,09:00,10:01,11.04,43.0,10,160.0,538.2
27,16,K11,Mañana,09:00,10:07,7.16,27.95,12,190.0,538.2
27,16,K12,Tarde,15:00,15:44,4.49,19.14,8,150.0,538.2
28,22,K11,Mañana,09:00,10:03,13.62,53.1,10,200.0,538.2
28,22,K12,Tarde,15:00,15:21,6.56,28.32,3,70.0,538.2
29,27,K11,Mañana,09:00,10:03,13.62,53.1,10,200.0,538.2
30,24,K11,Mañana,09:00,10:09,9.75,38.24,12,200.0,538.2
30,24,K12,Tarde,15:00,15:14,4.67,20.22,2,50.0,538.2
31,30,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,538.2
32,31,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,538.2
33,32,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,538.2
34,29,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,538.2
35,33,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,538.2
36,34,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,538.2
37,23,K11,Mañana,09:00,10:12,7.36,29.1,13,200.0,538.2
37,23,K12,Tarde,15:00,15:39,4.34,18.53,7,140.0,538.2
38,28,K11,Mañana,09:00,10:03,13.62,53.1,10,200.0,538.2
39,35,K11,Mañana,09:00,09:57,12.99,50.42,9,180.0,538.2
40,36,K11,Mañana,09:00,10:11,6.06,23.85,13,180.0,538.2
40,36,K12,Tarde,15:00,15:07,2.66,11.55,1,40.0,538.2
41,37,K11,Mañana,09:00,10:11,6.06,23.85,13,180.0,538.2
41,37,K12,Tarde,15:00,15:07,2.66,11.55,1,40.0,538.2
