ID Físico Camión,Cluster,Clase K / Plantilla,Turno,Salida CD,Retorno CD,Viaje Efectivo (min),Dist Total,Clientes Atendidos,Peso,Tiempo Solución (segundos)
1,Global,K11,Mañana,09:00,10:01,36.78,141.89,5,93.0,165.0
1,Global,K12,Tarde,15:00,16:28,48.06,201.05,8,96.0,165.0
2,Global,K21,Mañana,11:00,12:26,51.75,215.61,7,99.0,165.0
2,Global,K22,Tarde,17:00,18:20,50.31,159.94,6,100.0,165.0
3,Global,K11,Mañana,09:00,10:47,62.24,248.72,9,96.0,165.0
3,Global,K12,Tarde,15:00,16:22,37.06,155.6,9,97.0,165.0
4,Global,K21,Mañana,11:00,12:16,41.3,172.09,7,90.0,165.0
4,Global,K22,Tarde,17:00,19:00,75.4,257.61,9,99.0,165.0
5,Global,K11,Mañana,09:00,11:42,92.59,372.6,14,99.0,165.0
5,Global,K12,Tarde,15:00,15:45,20.37,87.12,5,73.0,165.0
