ID Físico,Turno,Cluster,Subconjunto,nodo,Hora Llegada,coordenadas,distancia_tramo,peso_tramo
1,Mañana,0,K11,DEPOT,09:00,N/A,0.0,0.0
1,Mañana,0,K11,179,09:02,"(6.7658, -7.8125)",10.33,10.0
1,Mañana,0,K11,187,09:08,"(5.6382, -9.7656)",2.26,40.0
1,Mañana,0,K11,239,09:14,"(8.4573, -9.7656)",2.82,10.0
1,Mañana,0,K11,294,09:19,"(8.1049, -10.376)",0.7,10.0
1,Mañana,0,K11,247,09:24,"(7.0477, -12.207)",2.11,40.0
1,Mañana,0,K11,347,09:30,"(6.1668, -15.2588)",3.18,10.0
1,Mañana,0,K11,296,09:35,"(5.2858, -15.2588)",0.88,10.0
1,Mañana,0,K11,287,09:41,"(4.9334, -12.207)",3.07,10.0
1,Mañana,0,K11,236,09:46,"(4.2286, -12.207)",0.7,10.0
1,Mañana,0,K11,177,09:52,"(2.2553, -11.7187)",2.03,20.0
1,Mañana,0,K11,227,09:57,"(3.9467, -9.7656)",2.58,10.0
1,Mañana,0,K11,176,10:03,"(3.3829, -9.7656)",0.56,10.0
1,Mañana,0,K11,58,10:08,"(0.7217, -8.75)",2.85,10.0
1,Mañana,0,K11,DEPOT (RETORNO),10:15,N/A,8.78,0.0
1,Tarde,0,K12,DEPOT,15:00,N/A,0.0,0.0
1,Tarde,0,K12,53,15:02,"(-0.7217, -8.75)",8.78,10.0
1,Tarde,0,K12,112,15:07,"(-1.8042, -9.375)",1.25,20.0
1,Tarde,0,K12,12,15:12,"(0.0, -10.0)",1.91,40.0
1,Tarde,0,K12,113,15:18,"(-0.9021, -10.9375)",1.3,10.0
1,Tarde,0,K12,172,15:23,"(-2.2553, -11.7187)",1.56,20.0
1,Tarde,0,K12,173,15:28,"(-1.1276, -13.6719)",2.26,10.0
1,Tarde,0,K12,72,15:34,"(0.0, -12.5)",1.63,40.0
1,Tarde,0,K12,118,15:39,"(0.9021, -10.9375)",1.8,10.0
1,Tarde,0,K12,117,15:45,"(1.8042, -9.375)",1.8,20.0
1,Tarde,0,K12,DEPOT (RETORNO),15:52,N/A,9.55,0.0
2,Mañana,0,K21,DEPOT,11:00,N/A,0.0,0.0
2,Mañana,0,K21,127,11:02,"(4.5106, -7.8125)",9.02,40.0
2,Mañana,0,K21,234,11:07,"(6.4839, -8.3008)",2.03,10.0
2,Mañana,0,K21,DEPOT (RETORNO),11:15,N/A,10.53,0.0
3,Mañana,1,K11,DEPOT,09:00,N/A,0.0,0.0
3,Mañana,1,K11,29,09:02,"(0.7217, 8.75)",8.78,10.0
3,Mañana,1,K11,88,09:07,"(1.8042, 9.375)",1.25,20.0
3,Mañana,1,K11,89,09:13,"(0.9021, 10.9375)",1.8,10.0
3,Mañana,1,K11,148,09:18,"(2.2553, 11.7187)",1.56,20.0
3,Mañana,1,K11,149,09:24,"(1.1276, 13.6719)",2.26,10.0
3,Mañana,1,K11,69,09:29,"(0.0, 12.5)",1.63,40.0
3,Mañana,1,K11,94,09:34,"(-0.9021, 10.9375)",1.8,10.0
3,Mañana,1,K11,9,09:40,"(0.0, 10.0)",1.3,40.0
3,Mañana,1,K11,34,09:45,"(-0.7217, 8.75)",1.44,10.0
3,Mañana,1,K11,DEPOT (RETORNO),09:52,N/A,8.78,0.0
3,Tarde,1,K12,DEPOT,15:00,N/A,0.0,0.0
3,Tarde,1,K12,124,15:02,"(-4.5105, 7.8125)",9.02,40.0
3,Tarde,1,K12,184,15:07,"(-5.6382, 9.7656)",2.26,40.0
3,Tarde,1,K12,244,15:13,"(-7.0477, 12.207)",2.82,40.0
3,Tarde,1,K12,323,15:18,"(-6.1668, 15.2588)",3.18,10.0
3,Tarde,1,K12,272,15:24,"(-5.2858, 15.2588)",0.88,10.0
3,Tarde,1,K12,263,15:29,"(-4.9334, 12.207)",3.07,10.0
3,Tarde,1,K12,212,15:35,"(-4.2286, 12.207)",0.7,10.0
3,Tarde,1,K12,153,15:40,"(-2.2553, 11.7187)",2.03,20.0
3,Tarde,1,K12,93,15:46,"(-1.8042, 9.375)",2.39,20.0
3,Tarde,1,K12,DEPOT (RETORNO),15:53,N/A,9.55,0.0
4,Mañana,1,K21,DEPOT,11:00,N/A,0.0,0.0
4,Mañana,1,K21,152,11:02,"(-3.3829, 9.7656)",10.33,10.0
4,Mañana,1,K21,203,11:07,"(-3.9467, 9.7656)",0.56,10.0
4,Mañana,1,K21,270,11:13,"(-8.1049, 10.376)",4.2,10.0
