ID Físico Camión,Cluster,Clase K / Plantilla,Turno,Salida CD,Retorno CD,Viaje Efectivo (min),Dist Total,Clientes Atendidos,Peso,Tiempo Solución (segundos)
1,13,K11,Mañana,09:00,09:46,16.47,63.12,6,80.0,322.6
2,17,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,322.6
3,12,K11,Mañana,09:00,09:46,16.47,63.12,6,80.0,322.6
4,9,K11,Mañana,09:00,09:52,17.41,67.13,7,120.0,322.6
5,7,K11,Mañana,09:00,09:51,16.62,64.03,7,130.0,322.6
6,8,K11,Mañana,09:00,09:53,13.38,51.7,8,140.0,322.6
7,14,K11,Mañana,09:00,09:53,13.38,51.7,8,140.0,322.6
8,10,K11,Mañana,09:00,10:07,17.67,69.18,10,160.0,322.6
9,4,K11,Mañana,09:00,10:10,20.55,80.73,10,170.0,322.6
10,18,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,322.6
11,21,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,322.6
12,20,K11,Mañana,09:00,09:46,16.87,64.73,6,110.0,322.6
13,2,K11,Mañana,09:00,10:19,14.82,58.81,13,200.0,322.6
13,2,K12,Tarde,15:00,15:16,6.78,29.38,2,50.0,322.6
14,5,K11,Mañana,09:00,10:08,13.13,51.37,11,200.0,322.6
14,5,K12,Tarde,15:00,15:16,6.18,26.79,2,20.0,322.6
15,11,K11,Mañana,09:00,10:00,10.37,40.34,10,200.0,322.6
15,11,K12,Tarde,15:00,15:35,5.96,25.5,6,110.0,322.6
16,6,K11,Mañana,09:00,10:00,10.9,42.48,10,200.0,322.6
16,6,K12,Tarde,15:00,15:35,5.86,25.07,6,110.0,322.6
17,19,K11,Mañana,09:00,10:08,18.05,70.58,10,190.0,322.6
18,30,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,322.6
19,25,K11,Mañana,09:00,10:01,11.04,43.0,10,160.0,322.6
20,31,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,322.6
21,15,K11,Mañana,09:00,10:07,7.12,27.77,12,190.0,322.6
21,15,K12,Tarde,15:00,15:44,4.49,19.14,8,150.0,322.6
22,26,K11,Mañana,09:00,10:01,11.04,43.0,10,160.0,322.6
23,29,K11,Mañana,09:00,09:46,16.88,64.73,6,110.0,322.6
24,22,K11,Mañana,09:00,10:03,13.62,53.1,10,200.0,322.6
24,22,K12,Tarde,15:00,15:21,6.56,28.32,3,70.0,322.6
25,27,K11,Mañana,09:00,10:03,13.61,53.1,10,200.0,322.6
26,28,K11,Mañana,09:00,10:03,13.61,53.1,10,200.0,322.6
27,16,K11,Mañana,09:00,10:07,7.05,27.66,12,190.0,322.6
27,16,K12,Tarde,15:00,15:44,4.49,19.14,8,150.0,322.6
28,33,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,322.6
29,0,K11,Mañana,09:00,09:58,8.32,32.32,10,190.0,322.6
29,0,K12,Tarde,15:00,16:14,9.94,41.83,13,200.0,322.6
30,0,K21,Mañana,11:00,11:09,4.33,18.04,1,40.0,322.6
31,32,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,322.6
32,34,K11,Mañana,09:00,09:40,20.61,78.99,4,100.0,322.6
33,1,K11,Mañana,09:00,09:58,8.32,32.32,10,190.0,322.6
33,1,K12,Tarde,15:00,16:14,9.94,41.83,13,200.0,322.6
34,1,K21,Mañana,11:00,11:09,4.33,18.04,1,40.0,322.6
35,24,K11,Mañana,09:00,10:09,9.75,38.24,12,200.0,322.6
35,24,K12,Tarde,15:00,15:14,4.67,20.22,2,50.0,322.6
36,35,K11,Mañana,09:00,09:57,13.0,50.42,9,180.0,322.6
37,3,K11,Mañana,09:00,10:12,7.37,28.95,13,200.0,322.6
37,3,K12,Tarde,15:00,16:07,7.25,30.69,12,190.0,322.6
38,3,K21,Mañana,11:00,11:18,3.67,15.27,3,90.0,322.6
39,23,K11,Mañana,09:00,10:12,7.36,29.1,13,200.0,322.6
39,23,K12,Tarde,15:00,15:39,4.34,18.53,7,140.0,322.6
40,36,K11,Mañana,09:00,10:11,6.06,23.85,13,180.0,322.6
40,36,K12,Tarde,15:00,15:07,2.66,11.55,1,40.0,322.6
41,37,K11,Mañana,09:00,10:11,6.06,23.85,13,180.0,322.6
41,37,K12,Tarde,15:00,15:07,2.66,11.55,1,40.0,322.6
