Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,0,K11,Mañana,09:00,11:03,88.3,0.0,35.0,44.8,7
1,6,K12,Tarde,15:00,15:15,10.2,0.0,5.0,4.8,1
2,0,K11,Mañana,09:00,11:16,106.5,0.0,30.0,54.0,6
2,6,K12,Tarde,15:00,15:34,24.4,0.0,10.0,11.4,2
3,6,K11,Mañana,10:44,11:57,58.1,0.0,15.0,26.5,3
3,0,K12,Tarde,15:00,16:07,57.2,0.0,10.0,27.2,2
4,6,K11,Mañana,10:45,12:10,64.9,0.0,20.0,29.1,4
4,3,K12,Tarde,15:36,16:26,45.2,0.0,5.0,21.8,1
5,6,K11,Mañana,10:45,12:40,105.4,0.0,10.0,46.7,2
5,5,K12,Tarde,15:55,17:06,56.3,0.0,15.0,27.2,3
6,6,K21,Mañana,11:00,11:48,38.1,0.0,10.0,17.2,2
6,6,K22,Tarde,17:00,17:30,25.3,0.0,5.0,12.2,1
7,0,K21,Mañana,11:00,12:20,65.0,0.0,15.0,28.7,3
7,6,K22,Tarde,17:00,17:30,25.3,0.0,5.0,12.2,1
8,6,K21,Mañana,11:00,13:12,112.8,0.0,20.0,49.1,4
8,0,K22,Tarde,17:00,18:12,62.3,0.0,10.0,30.1,2
9,3,K11,Mañana,12:00,13:36,67.0,14.4,15.0,27.3,3
9,1,K12,Tarde,16:39,18:14,70.0,0.0,25.0,33.8,5
10,5,K11,Mañana,12:00,13:55,60.6,24.5,30.0,24.8,6
10,7,K12,Tarde,16:46,18:20,68.8,0.0,25.0,33.3,5
11,8,K11,Mañana,12:00,15:37,73.9,128.7,15.0,32.7,3
11,4,K12,Tarde,17:51,19:00,58.6,0.0,10.0,28.3,2
12,4,K11,Mañana,12:00,15:50,70.2,140.7,20.0,31.8,4
12,2,K12,Tarde,18:00,21:16,132.9,13.2,50.0,63.7,10
13,4,K11,Mañana,12:00,15:51,85.8,126.2,20.0,38.4,4
14,1,K11,Mañana,12:00,17:10,43.2,261.9,5.0,19.3,1
15,1,K11,Mañana,12:00,17:10,43.6,261.7,5.0,19.6,1
16,2,K11,Mañana,12:00,19:02,27.0,391.0,5.0,12.1,1
17,2,K11,Mañana,12:00,19:06,35.8,385.9,5.0,16.0,1
18,2,K11,Mañana,12:00,19:06,35.6,386.2,5.0,16.0,1
19,2,K11,Mañana,12:00,19:07,37.8,384.6,5.0,17.0,1
20,3,K21,Mañana,12:33,13:37,59.3,0.0,5.0,24.1,1
20,4,K22,Tarde,17:35,18:16,30.9,0.0,10.0,14.9,2
