Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,5,K21,Mañana,12:27,14:44,122.1,0.0,15.0,45.3,3
1,5,K22,Tarde,17:00,17:55,50.8,0.0,5.0,15.2,1
2,5,K21,Mañana,12:35,14:43,108.0,0.0,20.0,39.9,4
2,5,K22,Tarde,17:00,17:46,42.0,0.0,5.0,12.4,1
3,4,K21,Mañana,11:00,13:07,107.3,0.0,20.0,41.8,4
3,5,K22,Tarde,17:00,17:44,39.5,0.0,5.0,11.6,1
4,4,K21,Mañana,11:00,13:00,110.5,0.0,10.0,43.3,2
4,4,K22,Tarde,17:00,17:41,36.4,0.0,5.0,10.7,1
5,2,K11,Mañana,09:00,10:54,95.0,0.0,20.0,38.8,4
5,7,K12,Tarde,15:00,16:49,84.0,0.0,25.0,27.1,5
6,5,K21,Mañana,12:12,13:58,101.7,0.0,5.0,38.1,1
6,4,K22,Tarde,17:00,17:40,35.1,0.0,5.0,10.3,1
7,1,K11,Mañana,09:00,10:43,78.2,0.0,25.0,31.9,5
7,1,K12,Tarde,15:00,16:34,79.7,0.0,15.0,26.4,3
8,4,K21,Mañana,11:00,12:39,84.5,0.0,15.0,33.5,3
8,5,K22,Tarde,17:00,17:40,35.1,0.0,5.0,10.3,1
9,3,K11,Mañana,09:00,10:33,83.1,0.0,10.0,33.6,2
9,6,K12,Tarde,15:00,16:22,72.7,0.0,10.0,24.2,2
10,4,K21,Mañana,11:00,12:32,77.7,0.0,15.0,30.6,3
10,5,K22,Tarde,17:00,17:38,34.0,0.0,5.0,10.0,1
11,7,K11,Mañana,09:00,10:29,69.7,0.0,20.0,28.2,4
11,0,K12,Tarde,15:00,16:05,55.9,0.0,10.0,18.8,2
12,4,K21,Mañana,11:00,12:27,67.1,0.0,20.0,26.5,4
12,4,K22,Tarde,17:00,17:38,33.6,0.0,5.0,9.8,1
13,5,K21,Mañana,12:40,14:06,70.8,0.0,15.0,26.1,3
13,4,K22,Tarde,17:00,17:34,29.9,0.0,5.0,8.7,1
14,5,K21,Mañana,12:28,13:54,75.5,0.0,10.0,28.2,2
15,5,K21,Mañana,12:37,14:02,74.9,0.0,10.0,27.7,2
16,0,K11,Mañana,09:00,10:22,58.0,0.0,25.0,23.4,5
16,0,K12,Tarde,15:00,16:01,41.8,0.0,20.0,14.0,4
17,0,K11,Mañana,09:00,10:17,42.7,0.0,35.0,17.3,7
17,3,K12,Tarde,15:00,16:00,55.9,0.0,5.0,18.9,1
18,3,K11,Mañana,09:00,10:12,57.2,0.0,15.0,23.0,3
18,0,K12,Tarde,15:00,16:00,40.8,0.0,20.0,13.6,4
19,6,K11,Mañana,09:00,10:11,51.2,0.0,20.0,20.6,4
19,3,K12,Tarde,15:00,15:59,49.0,0.0,10.0,16.5,2
20,6,K11,Mañana,09:00,09:48,33.5,0.0,15.0,13.4,3
20,6,K12,Tarde,15:00,15:21,16.7,0.0,5.0,5.9,1
