Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,1,K21,Mañana,11:00,13:37,137.9,0.0,20.0,57.5,4
1,3,K22,Tarde,18:17,20:48,131.6,0.0,20.0,54.9,4
2,1,K22,Tarde,17:00,19:26,131.3,0.0,15.0,44.3,3
3,2,K11,Mañana,09:00,11:17,108.1,9.5,20.0,43.3,4
3,3,K12,Tarde,15:00,17:13,113.2,0.0,20.0,45.5,4
4,0,K11,Mañana,09:00,11:16,101.3,0.0,35.0,40.6,7
4,3,K12,Tarde,18:00,20:13,123.1,0.0,10.0,45.5,2
5,1,K21,Mañana,11:00,13:08,103.1,0.0,25.0,43.0,5
5,1,K22,Tarde,17:00,18:54,104.8,0.0,10.0,34.3,2
6,5,K11,Mañana,09:00,11:06,101.3,0.0,25.0,40.4,5
6,3,K12,Tarde,16:29,18:22,102.4,0.0,10.0,35.3,2
7,1,K11,Mañana,09:00,11:05,110.5,0.0,15.0,44.0,3
7,3,K12,Tarde,16:25,17:55,84.9,0.0,5.0,30.1,1
8,1,K22,Tarde,17:00,18:54,84.8,0.0,30.0,27.8,6
9,1,K22,Tarde,17:00,18:43,98.6,0.0,5.0,31.9,1
10,4,K11,Mañana,09:00,10:42,92.4,0.0,10.0,36.5,2
10,3,K12,Tarde,16:30,17:57,77.9,0.0,10.0,26.7,2
11,1,K11,Mañana,09:00,10:38,83.9,0.0,15.0,33.0,3
11,0,K12,Tarde,15:00,16:18,73.6,0.0,5.0,31.3,1
12,4,K21,Mañana,12:23,13:55,76.2,0.0,15.0,31.8,3
12,4,K22,Tarde,17:00,18:29,74.2,0.0,15.0,23.9,3
13,0,K21,Mañana,12:35,14:03,68.3,0.0,20.0,28.7,4
13,1,K22,Tarde,17:00,18:17,62.9,0.0,15.0,20.3,3
14,4,K12,Tarde,15:00,16:16,66.2,0.0,10.0,28.1,2
15,3,K21,Mañana,12:52,13:59,57.3,0.0,10.0,24.1,2
15,1,K22,Tarde,17:00,17:59,49.2,0.0,10.0,15.9,2
16,3,K12,Tarde,15:00,16:06,56.9,0.0,10.0,24.2,2
17,3,K12,Tarde,15:00,16:06,61.6,0.0,5.0,26.3,1
18,1,K11,Mañana,09:00,10:05,55.9,0.0,10.0,21.5,2
18,1,K12,Tarde,15:00,16:04,49.9,0.0,15.0,21.2,3
19,3,K12,Tarde,15:00,16:00,50.4,0.0,10.0,21.5,2
20,3,K22,Tarde,18:43,19:42,43.9,0.0,15.0,18.3,3
