Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,8,K21,Mañana,12:25,15:23,99.5,67.6,10.0,42.6,2
1,2,K22,Tarde,18:46,21:14,108.5,0.0,40.0,51.6,8
2,4,K12,Tarde,15:00,17:39,129.5,0.0,30.0,62.1,6
3,5,K21,Mañana,12:44,15:02,113.7,0.0,25.0,47.3,5
3,1,K22,Tarde,18:33,20:32,93.9,0.0,25.0,44.6,5
4,5,K21,Mañana,12:34,14:50,106.3,0.0,30.0,44.0,6
4,2,K22,Tarde,18:42,20:39,92.0,0.0,25.0,43.7,5
5,6,K11,Mañana,10:53,12:56,108.5,0.0,15.0,47.2,3
5,4,K12,Tarde,15:00,16:25,65.6,0.0,20.0,31.2,4
6,0,K11,Mañana,09:00,10:58,98.1,0.0,20.0,49.9,4
6,8,K12,Tarde,15:00,16:17,67.6,0.0,10.0,32.1,2
7,6,K11,Mañana,10:36,12:31,94.6,0.0,20.0,42.5,4
7,3,K12,Tarde,15:00,15:56,51.1,0.0,5.0,24.1,1
8,0,K11,Mañana,09:00,10:45,85.8,0.0,20.0,44.1,4
8,3,K12,Tarde,15:00,15:51,46.3,0.0,5.0,21.8,1
9,0,K11,Mañana,09:00,10:38,83.6,0.0,15.0,43.5,3
9,4,K12,Tarde,15:00,15:49,39.8,0.0,10.0,18.8,2
10,7,K22,Tarde,17:00,18:33,68.8,0.0,25.0,33.3,5
11,0,K11,Mañana,09:00,10:31,71.2,0.0,20.0,36.8,4
11,4,K12,Tarde,15:00,15:47,37.1,0.0,10.0,17.5,2
12,3,K21,Mañana,12:36,13:58,67.2,0.0,15.0,27.2,3
12,1,K22,Tarde,17:00,18:06,51.9,0.0,15.0,25.1,3
13,6,K11,Mañana,10:49,12:06,62.0,0.0,15.0,27.8,3
13,0,K12,Tarde,15:00,15:45,40.1,0.0,5.0,18.8,1
14,6,K11,Mañana,10:44,11:57,58.1,0.0,15.0,26.3,3
14,0,K12,Tarde,15:00,15:41,31.0,0.0,10.0,14.6,2
15,3,K11,Mañana,10:34,11:37,58.3,0.0,5.0,27.2,1
15,4,K12,Tarde,15:00,15:40,25.7,0.0,15.0,12.1,3
16,3,K11,Mañana,10:35,11:36,55.3,0.0,5.0,25.8,1
16,0,K12,Tarde,15:00,15:40,30.7,0.0,10.0,14.4,2
17,7,K22,Tarde,17:00,17:59,54.9,0.0,5.0,26.6,1
18,5,K22,Tarde,17:00,17:52,42.4,0.0,10.0,20.5,2
19,1,K22,Tarde,17:00,17:50,40.7,0.0,10.0,19.7,2
20,2,K22,Tarde,18:46,19:32,35.9,0.0,10.0,17.1,2
