Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,4,K21,Mañana,11:00,13:35,145.3,0.0,10.0,56.4,2
1,0,K22,Tarde,17:00,18:06,51.6,0.0,15.0,15.5,3
2,5,K21,Mañana,12:40,15:12,127.4,0.0,25.0,46.4,5
3,4,K11,Mañana,10:44,12:58,113.3,0.0,20.0,44.5,4
3,7,K12,Tarde,15:00,17:09,99.9,0.0,30.0,31.5,6
4,5,K12,Tarde,15:14,17:15,116.5,0.0,5.0,38.1,1
5,4,K21,Mañana,11:00,12:56,101.2,0.0,15.0,39.7,3
5,3,K22,Tarde,17:00,18:05,55.4,0.0,10.0,16.5,2
6,2,K11,Mañana,09:00,10:54,95.0,0.0,20.0,38.8,4
6,1,K12,Tarde,15:00,16:34,79.7,0.0,15.0,26.4,3
7,0,K11,Mañana,09:00,10:45,70.4,0.0,35.0,28.6,7
7,3,K12,Tarde,15:00,16:00,55.9,0.0,5.0,18.9,1
8,5,K21,Mañana,12:47,14:32,90.2,0.0,15.0,33.2,3
8,5,K22,Tarde,17:00,17:44,39.5,0.0,5.0,11.6,1
9,1,K11,Mañana,09:00,10:43,78.2,0.0,25.0,31.9,5
9,6,K12,Tarde,15:00,15:54,39.9,0.0,15.0,13.4,3
10,5,K21,Mañana,12:28,14:08,85.0,0.0,15.0,31.7,3
10,4,K22,Tarde,17:00,17:40,35.1,0.0,5.0,10.3,1
11,4,K11,Mañana,10:28,12:01,78.1,0.0,15.0,31.6,3
11,5,K12,Tarde,15:30,16:22,46.9,0.0,5.0,15.2,1
12,3,K11,Mañana,09:00,10:33,83.1,0.0,10.0,33.6,2
12,0,K12,Tarde,15:00,15:47,33.0,0.0,15.0,11.2,3
13,7,K11,Mañana,09:00,10:30,75.6,0.0,15.0,30.6,3
13,0,K12,Tarde,15:00,15:44,35.0,0.0,10.0,11.9,2
14,5,K11,Mañana,12:00,13:30,69.2,11.2,10.0,26.0,2
15,0,K21,Mañana,11:00,12:23,53.3,0.0,30.0,21.0,6
15,5,K22,Tarde,17:00,17:40,35.1,0.0,5.0,10.3,1
16,4,K11,Mañana,10:54,12:11,57.1,0.0,20.0,22.6,4
16,5,K12,Tarde,15:05,15:47,36.4,0.0,5.0,12.4,1
17,5,K11,Mañana,12:00,13:14,47.7,21.7,5.0,18.0,1
18,3,K11,Mañana,09:00,10:12,57.2,0.0,15.0,23.0,3
18,4,K12,Tarde,15:00,15:35,31.0,0.0,5.0,10.7,1
19,6,K11,Mañana,09:00,10:11,51.2,0.0,20.0,20.6,4
19,4,K12,Tarde,15:00,15:33,28.4,0.0,5.0,9.8,1
20,6,K21,Mañana,11:00,12:10,60.9,0.0,10.0,24.2,2
20,4,K22,Tarde,17:00,17:34,29.9,0.0,5.0,8.7,1
