Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,0,K11,Mañana,09:00,11:23,113.3,0.0,30.0,56.5,6
1,6,K12,Tarde,15:00,15:19,14.5,0.0,5.0,6.8,1
2,0,K11,Mañana,09:00,11:37,137.6,0.0,20.0,68.4,4
2,6,K12,Tarde,15:00,15:30,25.4,0.0,5.0,11.9,1
3,6,K11,Mañana,10:35,11:56,71.5,0.0,10.0,33.1,2
3,0,K12,Tarde,15:00,15:52,42.0,0.0,10.0,19.8,2
4,6,K11,Mañana,10:41,12:32,90.4,0.0,20.0,40.1,4
4,0,K12,Tarde,15:00,16:10,61.0,0.0,10.0,28.8,2
5,6,K11,Mañana,10:44,12:19,74.7,0.0,20.0,33.2,4
5,3,K12,Tarde,15:16,16:12,50.7,0.0,5.0,24.1,1
6,0,K21,Mañana,11:00,11:49,34.2,0.0,15.0,15.4,3
6,6,K22,Tarde,17:00,17:30,25.3,0.0,5.0,12.2,1
7,0,K21,Mañana,11:00,12:00,50.0,0.0,10.0,22.5,2
7,6,K22,Tarde,17:00,17:30,25.3,0.0,5.0,12.2,1
8,6,K21,Mañana,11:00,12:05,50.2,0.0,15.0,22.3,3
8,0,K22,Tarde,17:00,17:43,39.0,0.0,5.0,18.8,1
9,6,K21,Mañana,11:00,13:53,158.6,0.0,15.0,67.6,3
9,4,K22,Tarde,17:07,17:55,37.6,0.0,10.0,18.2,2
10,3,K11,Mañana,12:00,13:16,53.0,18.7,5.0,21.8,1
10,5,K12,Tarde,15:53,17:11,63.4,0.0,15.0,30.7,3
11,5,K11,Mañana,12:00,13:53,85.5,7.7,20.0,35.1,4
11,7,K12,Tarde,16:46,18:20,68.8,0.0,25.0,33.3,5
12,4,K11,Mañana,12:00,15:00,23.3,152.6,5.0,10.3,1
12,4,K12,Tarde,17:00,17:47,36.8,0.0,10.0,17.8,2
13,4,K11,Mañana,12:00,15:14,28.0,151.3,15.0,12.4,3
13,4,K12,Tarde,17:14,18:01,41.9,0.0,5.0,20.3,1
14,8,K11,Mañana,12:00,15:30,71.8,128.7,10.0,31.7,2
14,8,K12,Tarde,17:30,18:36,60.9,0.0,5.0,29.4,1
15,1,K11,Mañana,12:00,17:10,43.2,261.9,5.0,19.3,1
16,1,K11,Mañana,12:00,17:10,43.6,261.7,5.0,19.6,1
17,2,K11,Mañana,12:00,19:02,27.0,391.0,5.0,12.1,1
18,2,K11,Mañana,12:00,19:05,33.4,387.2,5.0,15.0,1
19,2,K11,Mañana,12:00,19:06,35.8,385.9,5.0,16.0,1
20,2,K11,Mañana,12:00,19:06,35.6,386.2,5.0,16.0,1
21,2,K11,Mañana,12:00,19:07,37.8,384.6,5.0,17.0,1
22,5,K21,Mañana,12:24,15:20,140.7,0.0,35.0,59.1,7
22,5,K22,Tarde,17:20,18:13,48.5,0.0,5.0,23.5,1
23,3,K21,Mañana,12:36,13:58,67.2,0.0,15.0,27.2,3
23,1,K22,Tarde,19:02,19:31,24.3,0.0,5.0,11.5,1
24,4,K21,Mañana,14:00,15:07,38.8,24.0,5.0,17.0,1
24,1,K22,Tarde,19:06,19:28,16.5,0.0,5.0,7.8,1
25,1,K21,Mañana,14:00,17:02,27.4,150.1,5.0,12.2,1
26,1,K21,Mañana,14:00,17:06,36.0,145.6,5.0,16.1,1
27,4,K21,Mañana,14:00,17:10,149.6,6.0,35.0,69.2,7
28,7,K21,Mañana,14:00,17:17,59.3,133.0,5.0,26.6,1
29,1,K21,Mañana,14:00,17:58,85.0,138.0,15.0,39.3,3
30,2,K21,Mañana,14:00,19:09,41.2,262.9,5.0,18.5,1
