Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,4,K22,Tarde,18:35,21:32,146.4,0.0,30.0,76.5,6
2,0,K12,Tarde,15:00,16:58,98.4,0.0,20.0,52.5,4
3,1,K12,Tarde,15:00,16:35,75.8,0.0,20.0,40.4,4
4,4,K22,Tarde,18:49,20:25,65.7,0.0,30.0,34.1,6
5,3,K12,Tarde,16:38,18:12,69.2,0.0,25.0,36.9,5
6,0,K12,Tarde,15:00,16:32,68.0,0.0,25.0,36.2,5
7,4,K22,Tarde,18:41,20:11,75.2,0.0,15.0,38.8,3
8,3,K12,Tarde,16:37,18:02,65.0,0.0,20.0,34.7,4
9,6,K12,Tarde,15:00,16:24,54.2,0.0,30.0,28.9,6
10,7,K11,Mañana,09:00,10:22,62.9,0.0,20.0,37.2,4
10,0,K12,Tarde,15:00,16:16,61.7,0.0,15.0,32.9,3
11,5,K11,Mañana,09:00,10:18,63.4,0.0,15.0,37.6,3
11,8,K12,Tarde,15:00,16:15,60.6,0.0,15.0,32.3,3
12,2,K12,Tarde,16:40,17:49,48.1,0.0,20.0,25.6,4
13,8,K11,Mañana,09:00,10:06,46.0,0.0,20.0,27.5,4
13,7,K12,Tarde,15:00,16:02,42.4,0.0,20.0,22.6,4
14,10,K11,Mañana,09:00,09:59,39.7,0.0,20.0,23.7,4
14,3,K12,Tarde,16:49,17:46,37.0,0.0,20.0,19.7,4
15,7,K11,Mañana,09:00,09:59,44.6,0.0,15.0,26.7,3
15,7,K12,Tarde,15:00,15:56,41.0,0.0,15.0,21.9,3
16,5,K12,Tarde,15:00,15:55,35.3,0.0,20.0,18.8,4
17,2,K12,Tarde,16:35,17:29,49.8,0.0,5.0,26.6,1
18,9,K11,Mañana,09:00,09:49,34.9,0.0,15.0,20.9,3
18,0,K12,Tarde,15:00,15:49,34.8,0.0,15.0,18.6,3
19,4,K22,Tarde,18:46,19:29,27.3,0.0,15.0,14.1,3
20,7,K11,Mañana,09:00,09:41,31.8,0.0,10.0,19.1,2
20,2,K12,Tarde,16:42,17:22,34.5,0.0,5.0,18.4,1
