Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,0,K11,Mañana,09:00,09:51,36.4,0.0,15.0,14.0,3
1,0,K12,Tarde,15:00,15:07,2.4,0.0,5.0,1.0,1
2,0,K11,Mañana,09:00,09:54,44.3,0.0,10.0,17.0,2
2,0,K12,Tarde,15:00,15:22,17.4,0.0,5.0,7.5,1
3,3,K11,Mañana,09:00,10:04,44.9,0.0,20.0,17.4,4
3,3,K12,Tarde,15:00,15:31,26.7,0.0,5.0,11.5,1
4,6,K11,Mañana,09:00,10:28,68.1,0.0,20.0,26.8,4
4,0,K12,Tarde,15:00,15:48,43.0,0.0,5.0,18.5,1
5,5,K11,Mañana,09:00,10:30,80.5,0.0,10.0,31.3,2
5,9,K12,Tarde,15:00,15:57,52.2,0.0,5.0,22.4,1
6,8,K11,Mañana,09:00,10:39,79.4,0.0,20.0,31.5,4
6,6,K12,Tarde,15:00,16:12,52.3,0.0,20.0,22.2,4
7,2,K11,Mañana,09:00,10:51,91.1,0.0,20.0,36.1,4
7,1,K12,Tarde,15:00,16:15,70.8,0.0,5.0,30.1,1
8,0,K11,Mañana,09:00,10:53,83.9,0.0,30.0,33.3,6
8,5,K12,Tarde,15:00,16:27,77.2,0.0,10.0,32.7,2
9,1,K11,Mañana,09:00,11:05,110.4,0.0,15.0,43.9,3
9,8,K12,Tarde,15:00,16:42,87.1,0.0,15.0,36.8,3
10,9,K11,Mañana,09:00,11:45,135.3,0.0,30.0,54.4,6
10,2,K12,Tarde,15:00,16:49,99.6,0.0,10.0,42.1,2
11,0,K21,Mañana,11:00,11:17,12.9,0.0,5.0,5.4,1
11,5,K22,Tarde,17:00,17:45,35.9,0.0,10.0,11.8,2
12,0,K21,Mañana,11:00,11:32,22.4,0.0,10.0,9.3,2
12,0,K22,Tarde,17:00,17:49,35.0,0.0,15.0,11.3,3
13,0,K21,Mañana,11:00,11:42,32.9,0.0,10.0,13.7,2
13,0,K22,Tarde,17:00,17:56,41.5,0.0,15.0,13.4,3
14,3,K21,Mañana,11:00,11:45,40.5,0.0,5.0,16.9,1
14,1,K22,Tarde,17:00,18:43,98.6,0.0,5.0,31.9,1
15,1,K21,Mañana,11:00,11:49,39.7,0.0,10.0,16.5,2
15,4,K22,Tarde,19:20,21:54,133.3,0.0,20.0,65.1,4
16,5,K21,Mañana,11:00,11:49,34.7,0.0,15.0,14.5,3
16,4,K22,Tarde,19:36,21:15,89.3,0.0,10.0,43.2,2
17,8,K21,Mañana,11:00,12:01,56.4,0.0,5.0,23.5,1
17,4,K22,Tarde,19:52,20:30,28.1,0.0,10.0,13.7,2
18,4,K11,Mañana,12:00,17:48,82.2,261.5,5.0,31.2,1
19,4,K11,Mañana,12:00,17:48,80.4,263.6,5.0,30.4,1
20,4,K21,Mañana,14:00,17:20,28.2,167.5,5.0,10.9,1
