Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,4,K11,Mañana,12:00,19:08,37.0,386.8,5.0,19.4,1
2,4,K11,Mañana,12:00,19:08,37.0,386.4,5.0,19.4,1
3,4,K11,Mañana,12:00,19:03,26.7,392.0,5.0,14.0,1
4,4,K11,Mañana,12:00,19:01,22.6,393.7,5.0,11.9,1
5,4,K11,Mañana,12:00,19:00,20.9,394.8,5.0,11.0,1
6,4,K11,Mañana,12:00,18:58,17.2,396.8,5.0,9.0,1
7,4,K21,Mañana,14:00,19:31,81.1,245.2,5.0,42.6,1
8,4,K21,Mañana,14:00,19:23,65.0,253.1,5.0,34.1,1
9,4,K21,Mañana,14:00,19:20,59.6,255.8,5.0,31.3,1
10,4,K21,Mañana,14:00,19:19,60.1,254.9,5.0,31.6,1
11,3,K11,Mañana,12:00,17:16,53.0,258.5,5.0,28.3,1
12,4,K21,Mañana,14:00,19:15,49.4,260.7,5.0,25.9,1
13,2,K11,Mañana,12:00,17:14,49.8,260.0,5.0,26.6,1
14,4,K21,Mañana,14:00,19:12,44.6,263.1,5.0,23.4,1
15,1,K11,Mañana,12:00,15:49,78.1,131.2,20.0,41.7,4
15,4,K12,Tarde,18:00,21:01,120.6,20.5,40.0,63.4,8
16,3,K21,Mañana,14:00,17:24,59.9,135.1,10.0,31.9,2
17,0,K21,Mañana,14:00,17:22,146.2,11.0,45.0,78.0,9
18,0,K11,Mañana,12:00,15:15,40.7,144.6,10.0,21.7,2
18,0,K12,Tarde,17:15,17:39,19.3,0.0,5.0,10.3,1
19,0,K11,Mañana,12:00,15:15,50.4,139.7,5.0,26.9,1
19,0,K12,Tarde,17:15,17:32,12.7,0.0,5.0,6.8,1
20,3,K21,Mañana,14:00,17:13,36.8,146.9,10.0,19.6,2
20,3,K22,Tarde,19:13,20:14,51.2,0.0,10.0,26.5,2
