Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,0,K11,Mañana,09:00,11:04,89.9,0.0,35.0,45.4,7
1,6,K12,Tarde,15:00,15:30,25.4,0.0,5.0,11.9,1
2,0,K11,Mañana,09:00,11:10,100.4,0.0,30.0,50.5,6
2,6,K12,Tarde,15:00,15:34,24.3,0.0,10.0,11.4,2
3,6,K11,Mañana,10:36,12:06,75.0,0.0,15.0,34.2,3
3,0,K12,Tarde,15:00,16:27,77.9,0.0,10.0,37.0,2
4,6,K11,Mañana,10:36,12:52,120.8,0.0,15.0,53.6,3
4,3,K12,Tarde,15:36,16:26,45.2,0.0,5.0,21.8,1
5,0,K21,Mañana,11:00,11:51,36.9,0.0,15.0,16.6,3
5,6,K22,Tarde,17:00,17:14,9.8,0.0,5.0,4.8,1
6,6,K21,Mañana,11:00,13:08,103.4,0.0,25.0,44.5,5
6,6,K22,Tarde,17:00,17:30,25.3,0.0,5.0,12.2,1
7,6,K21,Mañana,11:00,13:30,130.6,0.0,20.0,55.8,4
7,0,K22,Tarde,17:00,17:51,41.1,0.0,10.0,19.8,2
8,3,K11,Mañana,12:00,13:36,67.0,14.4,15.0,27.3,3
8,5,K12,Tarde,15:51,17:18,72.2,0.0,15.0,34.9,3
9,5,K11,Mañana,12:00,13:51,64.3,17.0,30.0,26.4,6
9,1,K12,Tarde,16:39,18:53,98.5,0.0,35.0,47.6,7
10,8,K11,Mañana,12:00,15:37,73.9,128.7,15.0,32.7,3
10,4,K12,Tarde,17:51,19:00,58.6,0.0,10.0,28.3,2
11,4,K11,Mañana,12:00,15:51,85.8,126.2,20.0,38.4,4
11,2,K12,Tarde,18:00,21:04,110.8,28.2,45.0,52.9,9
12,4,K11,Mañana,12:00,15:57,77.0,140.2,20.0,35.0,4
13,1,K11,Mañana,12:00,17:10,43.2,261.9,5.0,19.3,1
14,1,K11,Mañana,12:00,17:10,43.6,261.7,5.0,19.6,1
15,2,K11,Mañana,12:00,19:02,27.0,391.0,5.0,12.1,1
16,2,K11,Mañana,12:00,19:06,35.8,385.9,5.0,16.0,1
17,2,K11,Mañana,12:00,19:07,37.8,384.6,5.0,17.0,1
18,2,K11,Mañana,12:00,19:09,41.2,383.0,5.0,18.5,1
19,2,K11,Mañana,12:00,19:12,49.1,378.9,5.0,22.0,1
20,3,K21,Mañana,12:33,13:37,59.3,0.0,5.0,24.1,1
20,4,K22,Tarde,17:36,18:23,36.8,0.0,10.0,17.8,2
21,5,K21,Mañana,12:40,15:55,165.4,0.0,30.0,71.5,6
21,1,K22,Tarde,19:00,19:31,25.7,0.0,5.0,12.2,1
22,4,K21,Mañana,14:00,15:36,46.5,24.8,25.0,20.8,5
22,1,K22,Tarde,19:06,19:28,16.5,0.0,5.0,7.8,1
23,1,K21,Mañana,14:00,17:00,23.0,152.4,5.0,10.3,1
24,1,K21,Mañana,14:00,17:06,36.0,145.6,5.0,16.1,1
25,7,K21,Mañana,14:00,17:17,59.3,133.0,5.0,26.6,1
26,2,K21,Mañana,14:00,19:16,56.6,254.7,5.0,25.3,1
27,2,K21,Mañana,14:00,19:16,58.3,253.7,5.0,26.1,1
28,2,K21,Mañana,14:00,19:21,68.6,248.1,5.0,30.7,1
29,2,K21,Mañana,14:00,19:24,73.4,245.8,5.0,32.9,1
30,2,K21,Mañana,14:00,19:30,88.1,237.8,5.0,39.4,1
