Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,0,K11,Mañana,09:00,09:53,33.5,0.0,20.0,13.4,4
1,4,K12,Tarde,15:00,15:39,34.5,0.0,5.0,11.9,1
2,0,K11,Mañana,09:00,09:57,32.7,0.0,25.0,13.1,5
2,0,K12,Tarde,15:00,15:55,40.5,0.0,15.0,13.6,3
3,6,K11,Mañana,09:00,10:16,51.7,0.0,25.0,20.9,5
3,4,K12,Tarde,15:00,15:57,47.4,0.0,10.0,16.0,2
4,3,K11,Mañana,09:00,10:22,67.7,0.0,15.0,27.3,3
4,1,K12,Tarde,15:00,16:20,75.3,0.0,5.0,25.1,1
5,7,K11,Mañana,09:00,10:35,75.6,0.0,20.0,30.7,4
5,6,K12,Tarde,15:00,16:22,72.7,0.0,10.0,24.2,2
6,1,K11,Mañana,09:00,10:53,78.0,0.0,35.0,31.9,7
6,3,K12,Tarde,15:00,16:24,64.2,0.0,20.0,21.2,4
7,2,K11,Mañana,09:00,10:54,95.0,0.0,20.0,38.8,4
7,7,K12,Tarde,15:00,17:09,99.0,0.0,30.0,31.4,6
8,4,K11,Mañana,10:32,12:30,97.9,0.0,20.0,39.1,4
8,5,K12,Tarde,15:05,15:47,36.4,0.0,5.0,12.4,1
9,4,K11,Mañana,10:51,12:42,85.9,0.0,25.0,33.8,5
9,5,K12,Tarde,15:10,16:07,47.0,0.0,10.0,15.5,2
10,6,K21,Mañana,11:00,11:48,33.2,0.0,15.0,13.3,3
10,4,K22,Tarde,17:00,17:40,35.1,0.0,5.0,10.3,1
11,0,K21,Mañana,11:00,12:21,51.5,0.0,30.0,20.2,6
11,5,K22,Tarde,17:00,18:05,60.1,0.0,5.0,18.0,1
12,4,K21,Mañana,11:00,12:27,67.8,0.0,20.0,26.7,4
12,0,K22,Tarde,17:00,18:59,79.7,0.0,40.0,25.9,8
13,3,K21,Mañana,11:00,12:46,96.2,0.0,10.0,37.9,2
13,5,K22,Tarde,17:00,19:06,121.7,0.0,5.0,38.1,1
14,4,K21,Mañana,11:00,13:34,139.6,0.0,15.0,54.1,3
15,5,K11,Mañana,12:00,13:05,31.4,29.3,5.0,11.9,1
16,5,K11,Mañana,12:00,13:10,40.2,25.2,5.0,15.2,1
17,5,K11,Mañana,12:00,14:43,127.0,12.0,25.0,47.1,5
18,5,K21,Mañana,12:27,13:58,70.4,0.0,20.0,26.4,4
19,5,K21,Mañana,12:45,15:00,114.5,0.0,20.0,41.9,4
