Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,4,K21,Mañana,11:00,13:09,114.1,0.0,15.0,44.6,3
1,5,K22,Tarde,17:00,17:55,50.8,0.0,5.0,15.2,1
2,5,K21,Mañana,12:40,14:41,100.9,0.0,20.0,37.2,4
2,5,K22,Tarde,17:00,17:46,42.0,0.0,5.0,12.4,1
3,5,K21,Mañana,12:42,14:40,97.8,0.0,20.0,35.9,4
3,5,K22,Tarde,17:00,17:45,40.2,0.0,5.0,11.9,1
4,2,K11,Mañana,09:00,10:54,95.0,0.0,20.0,38.8,4
4,0,K12,Tarde,15:00,16:54,84.6,0.0,30.0,27.0,6
5,7,K12,Tarde,15:00,16:49,84.0,0.0,25.0,27.1,5
6,5,K21,Mañana,12:12,13:58,101.7,0.0,5.0,38.1,1
6,4,K22,Tarde,17:00,17:41,36.4,0.0,5.0,10.7,1
7,4,K21,Mañana,11:00,12:44,89.4,0.0,15.0,35.2,3
7,4,K22,Tarde,17:00,17:40,35.1,0.0,5.0,10.3,1
8,1,K11,Mañana,09:00,10:43,78.2,0.0,25.0,31.9,5
8,1,K12,Tarde,15:00,16:34,79.7,0.0,15.0,26.4,3
9,5,K21,Mañana,12:45,14:19,78.8,0.0,15.0,29.0,3
9,5,K22,Tarde,17:00,17:40,35.1,0.0,5.0,10.3,1
10,3,K11,Mañana,09:00,10:33,83.1,0.0,10.0,33.6,2
10,6,K12,Tarde,15:00,16:22,72.7,0.0,10.0,24.2,2
11,4,K21,Mañana,11:00,12:30,75.5,0.0,15.0,29.9,3
11,5,K22,Tarde,17:00,17:38,34.0,0.0,5.0,10.0,1
12,7,K11,Mañana,09:00,10:29,69.7,0.0,20.0,28.2,4
12,0,K12,Tarde,15:00,16:12,57.5,0.0,15.0,19.3,3
13,4,K21,Mañana,11:00,12:28,68.7,0.0,20.0,27.0,4
13,4,K22,Tarde,17:00,17:38,33.6,0.0,5.0,9.8,1
14,4,K21,Mañana,11:00,12:23,68.0,0.0,15.0,26.9,3
14,4,K22,Tarde,17:00,17:34,29.9,0.0,5.0,8.7,1
15,5,K21,Mañana,12:27,13:47,69.4,0.0,10.0,26.0,2
16,3,K11,Mañana,09:00,10:12,57.2,0.0,15.0,23.0,3
16,3,K12,Tarde,15:00,16:00,55.9,0.0,5.0,18.9,1
17,6,K11,Mañana,09:00,10:11,51.2,0.0,20.0,20.6,4
17,3,K12,Tarde,15:00,15:59,49.0,0.0,10.0,16.5,2
18,0,K11,Mañana,09:00,10:09,34.4,0.0,35.0,13.9,7
18,0,K12,Tarde,15:00,15:41,31.9,0.0,10.0,10.9,2
19,0,K11,Mañana,09:00,10:04,34.1,0.0,30.0,13.7,6
19,6,K12,Tarde,15:00,15:21,16.7,0.0,5.0,5.9,1
20,5,K21,Mañana,12:37,13:31,48.4,0.0,5.0,18.0,1
