Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,3,K11,Mañana,09:00,09:40,25.6,0.0,15.0,10.2,3
1,4,K12,Tarde,15:00,15:40,30.0,0.0,10.0,10.3,2
2,4,K11,Mañana,09:00,09:45,35.4,0.0,10.0,14.1,2
2,1,K12,Tarde,15:00,15:50,35.2,0.0,15.0,11.9,3
3,7,K11,Mañana,09:00,10:22,67.6,0.0,15.0,27.2,3
3,3,K12,Tarde,15:00,15:50,35.2,0.0,15.0,11.9,3
4,1,K11,Mañana,09:00,10:27,57.7,0.0,30.0,23.4,6
4,7,K12,Tarde,15:00,16:22,62.3,0.0,20.0,20.6,4
5,6,K11,Mañana,09:00,10:38,83.2,0.0,15.0,33.7,3
5,8,K12,Tarde,15:00,16:43,93.1,0.0,10.0,30.9,2
6,0,K11,Mañana,10:11,12:05,101.6,1.9,10.0,41.4,2
6,6,K12,Tarde,15:00,16:52,97.1,0.0,15.0,31.4,3
7,8,K11,Mañana,10:27,11:49,65.5,1.3,15.0,26.7,3
7,0,K12,Tarde,15:00,17:14,119.3,0.0,15.0,38.8,3
8,1,K21,Mañana,11:00,11:33,28.5,0.0,5.0,11.5,1
8,4,K22,Tarde,17:00,18:16,56.5,0.0,20.0,17.4,4
9,7,K21,Mañana,11:00,11:49,44.6,0.0,5.0,17.9,1
9,5,K22,Tarde,18:42,20:19,78.3,3.9,15.0,33.1,3
10,4,K21,Mañana,11:00,12:10,60.1,0.0,10.0,23.9,2
10,5,K22,Tarde,18:43,20:12,65.2,3.9,20.0,27.7,4
11,6,K21,Mañana,11:00,12:12,57.9,0.0,15.0,23.0,3
11,5,K22,Tarde,19:26,20:18,41.2,0.0,10.0,17.9,2
12,5,K11,Mañana,12:00,15:36,59.9,151.7,5.0,21.9,1
12,5,K12,Tarde,17:36,19:14,80.5,6.9,10.0,28.2,2
13,5,K11,Mañana,12:00,17:33,50.4,278.0,5.0,16.5,1
14,5,K11,Mañana,12:00,17:36,55.0,276.7,5.0,18.0,1
15,5,K11,Mañana,12:00,17:39,59.5,274.7,5.0,19.4,1
16,5,K11,Mañana,12:00,17:42,66.5,271.4,5.0,21.8,1
17,5,K11,Mañana,12:00,17:43,67.1,271.7,5.0,21.9,1
18,5,K21,Mañana,14:00,15:22,34.6,43.2,5.0,12.4,1
18,5,K22,Tarde,19:30,21:00,84.8,0.0,5.0,37.4,1
19,5,K21,Mañana,14:00,15:28,44.7,38.6,5.0,16.0,1
20,5,K21,Mañana,14:00,17:26,101.5,90.5,15.0,32.9,3
