Vehiculo_Fisico,Cluster,Clase_K,Turno,Salida_CD,Retorno_CD,Viaje_Efectivo_min,Espera_min,Servicio_min,Distancia_km,Clientes
1,0,K11,Mañana,09:00,11:20,110.7,0.0,30.0,55.5,6
1,6,K12,Tarde,15:00,15:24,14.8,0.0,10.0,6.9,2
2,0,K11,Mañana,09:00,12:01,146.3,0.0,35.0,71.8,7
2,6,K12,Tarde,15:00,15:24,19.9,0.0,5.0,9.3,1
3,6,K11,Mañana,10:35,11:56,66.1,0.0,15.0,30.5,3
3,0,K12,Tarde,15:00,16:17,67.3,0.0,10.0,31.9,2
4,6,K11,Mañana,10:36,13:15,143.9,0.0,15.0,63.9,3
4,3,K12,Tarde,15:25,16:16,45.5,0.0,5.0,21.8,1
5,6,K11,Mañana,10:45,12:23,77.8,0.0,20.0,34.8,4
5,5,K12,Tarde,15:43,17:11,73.2,0.0,15.0,35.4,3
6,6,K21,Mañana,11:00,11:31,27.0,0.0,5.0,12.2,1
6,6,K22,Tarde,17:00,17:29,24.6,0.0,5.0,11.9,1
7,0,K21,Mañana,11:00,12:14,59.0,0.0,15.0,26.2,3
7,6,K22,Tarde,17:00,17:30,25.3,0.0,5.0,12.2,1
8,6,K21,Mañana,11:00,12:29,69.6,0.0,20.0,30.4,4
8,0,K22,Tarde,17:00,17:51,41.1,0.0,10.0,19.8,2
9,3,K11,Mañana,12:00,13:25,59.4,16.1,10.0,24.3,2
9,1,K12,Tarde,16:39,18:53,98.5,0.0,35.0,47.6,7
10,5,K11,Mañana,12:00,13:43,41.1,32.6,30.0,16.7,6
10,7,K12,Tarde,16:46,18:20,68.8,0.0,25.0,33.3,5
11,4,K11,Mañana,12:00,15:08,25.9,152.8,10.0,11.5,2
11,4,K12,Tarde,17:08,17:48,30.1,0.0,10.0,14.6,2
12,4,K11,Mañana,12:00,15:25,61.3,134.4,10.0,27.1,2
12,4,K12,Tarde,17:25,18:18,43.1,0.0,10.0,20.8,2
13,8,K11,Mañana,12:00,15:37,73.9,128.7,15.0,32.7,3
13,2,K12,Tarde,18:00,21:04,110.8,28.2,45.0,52.9,9
14,1,K11,Mañana,12:00,17:10,43.2,261.9,5.0,19.3,1
15,1,K11,Mañana,12:00,17:10,43.6,261.7,5.0,19.6,1
16,2,K11,Mañana,12:00,19:02,27.0,391.0,5.0,12.1,1
17,2,K11,Mañana,12:00,19:06,35.8,385.9,5.0,16.0,1
18,2,K11,Mañana,12:00,19:07,37.8,384.6,5.0,17.0,1
19,2,K11,Mañana,12:00,19:09,41.2,383.0,5.0,18.5,1
20,2,K11,Mañana,12:00,19:12,49.1,378.9,5.0,22.0,1
